type,properties/@id,properties/name,properties/tourism,properties/wheelchair,properties/wikidata,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:province,properties/addr:street,properties/amenity,properties/cuisine,properties/opening_hours,properties/phone,properties/source,properties/addr:unit,properties/check_date,properties/email,properties/website,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/diet:gluten_free,properties/operator,properties/payment:mastercard,properties/payment:visa,properties/drive_through,properties/takeaway,properties/official_name,properties/name:zh,properties/addr:country,properties/website:en,properties/website:fr,properties/url,properties/toilets:wheelchair,properties/created_by,properties/payment:credit_cards,properties/payment:debit_cards,properties/name:en,properties/name:zh-Hans,properties/indoor_seating,properties/outdoor_seating,properties/level,properties/level:ref,properties/note,properties/branch,properties/contact:facebook,properties/delivery,properties/smoking,properties/internet_access,properties/old_name,properties/internet_access:fee,properties/leisure,properties/start_date,properties/website:menu,properties/check_date:currency:XBT,properties/check_date:internet_access,properties/capacity,properties/layer,properties/short_name,properties/reservation,properties/fax,properties/toilets,properties/rice_noodle,properties/alt_name,properties/wheelchair:description,properties/contact:instagram,properties/diet:vegan,properties/delivery:partner,properties/payment:interac,properties/contact:yelp,properties/not:brand:wikidata,properties/check_date:opening_hours,properties/air_conditioning,properties/diet:vegetarian,properties/long_name,properties/diet:meat,properties/payment:cash,properties/payment:e-transfer,properties/self_service,properties/contact:youtube,properties/diet:halal,properties/wifi,properties/stars,properties/attraction,properties/species,properties/brand:en,properties/brand:zh,properties/contact:twitter,properties/internet_access:ssid,properties/source:name,properties/description,properties/shop,properties/diet:seafood,properties/name:cs,properties/name:fr,properties/changing_table,properties/name:ja,properties/diet:keto,properties/facebook,properties/payment:cards,properties/breakfast,properties/payment:american_express,properties/craft,properties/int_name,properties/payment:contactless,properties/species:wikidata,properties/species:wikipedia,properties/rooms,properties/building:levels,properties/twitter,properties/microbrewery,properties/min_age,properties/opening_hours:kitchen,properties/contact:website,properties/lunch,properties/diet:lactose_free,properties/bar,properties/opening_date,properties/addr:county,properties/opening_hours:covid19,properties/all_you_can_eat,properties/toilets:menstrual_products,properties/name:zh-Hant,properties/theme,properties/payment:discover_card,properties/was:contact:google_plus,properties/contact:spotify,properties/contact:tiktok,properties/phone:mnemonic,properties/payment:app,properties/payment:neo,properties/was:website,properties/name:ko,properties/payment:apple_pay,properties/payment:diners_club,properties/payment:jcb,properties/payment:square_wallet,properties/payment:unionpay,properties/diet:pescetarian,properties/sport,properties/cafe,properties/diet:dairy_free,properties/toilets:access,properties/language:en,properties/language:vi,properties/live_music,properties/phone:signed,properties/source:phone,properties/strapline,properties/language:am,properties/old_name:--2017,properties/old_name:2018--2023,properties/diet:mediterranean,properties/highchair,properties/organic,properties/opening_hours:signed,properties/instagram,properties/brewery,properties/toilets:position,properties/drink:coffee,properties/drink:espresso,properties/drink:tea,properties/addr:floor,properties/diet:healthy,properties/diet:local,properties/diet:organic
Feature,node/12153130076,,,,,Point,-113.9905357,51.036786,node/12153130076,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12153130078,Dahlak Restaurant,,,,Point,-113.9905464,51.037152,node/12153130078,,,,,,restaurant,ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,Dahlak Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,
Feature,node/12153130079,Jus Fruit,,,,Point,-113.9902904,51.0373887,node/12153130079,Calgary,3111B,,,17 Avenue SE,cafe,bubble_tea,Mo-Th 11:30-22:00,,,,,,,,,,,,,,,,Jus Fruit Bubble Tea Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12153130080,Happee Peeps,,,,Point,-113.9902889,51.0373392,node/12153130080,,,,,,restaurant,chicken;noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12153130083,Ostrich Breakfast House,,,,Point,-113.9905384,51.0366477,node/12153130083,,,,,,restaurant,ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostrich Breakfast House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,
Feature,node/12153130087,Chicken on the Way,,,,Point,-113.9883283,51.0374523,node/12153130087,Calgary,3235,,,17 Avenue SE,restaurant,chicken,Mo-Fr 10:30-22:45,+1-403-265-1350,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12159748899,Pho Dinosaur,,,,Point,-113.9619874,51.0381299,node/12159748899,,,,,,restaurant,vietnamese;noodle;dum_sum,,+1-403-719-9979,,,,,,,,,,,,,,yes,,,,,,,,,,,Pho Dinosaur,,yes,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calgary’s Finest Vietnamese Cuisine,,,,,,,,,,,,,,,,,
Feature,node/12163412855,Second Cup,,,,Point,-114.0552807,51.0458284,node/12163412855,,,,,,cafe,coffee_shop,,,,,,,,Second Cup,Q862180,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12163481872,Homewood Suites,hotel,,,Point,-114.0534804,51.0458547,node/12163481872,,711,,,4 Street SE,,,,,,,,,,Homewood Suites,Q5890701,,,,,,,,Homewood Suites by Hilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12164501718,,,,,Point,-114.0857046,51.0536838,node/12164501718,,,,,,cafe,bubble_tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12164501723,YYC Pasta Bar,,,,Point,-114.0855659,51.0544752,node/12164501723,Calgary,314,T2N 1V8,Alberta,10 Street NW,restaurant,italian,,+1 587-332-5683,,D,,,https://www.lapastabar.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12191285740,,,,,Point,-113.9575036,51.0850117,node/12191285740,,,,,,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12191305073,,,,,Point,-114.092891,51.1837701,node/12191305073,,,,,,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12197847206,Jun Katsu,,,,Point,-114.1986029,51.1257423,node/12197847206,Calgary,20,T3G 2P6,AB,Crowfoot Crescent NW,restaurant,japanese,Mo-Sa 11:30-20:30; Su 11:30-16:00,+1 403-475-8881,,420,2025-07-15,,https://junkatsuyyc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12247198013,Frida's Coffee Home,,,,Point,-114.0864874,51.0453966,node/12247198013,,1110,T2P 1M1,,9 Avenue SW,cafe,,Mo-Fr 08:00-20:00; Sa-Su 09:00-18:00,+1 825 558 7296,,,,,https://fridascoffeehome.ca/,,,,,,,,,,,,,,,,,,,,,,,,0,,,,https://www.facebook.com/fridascoffeehome,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/fridascoffeehome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tiktok.com/@fridascoffeehome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12247367662,Deville Coffee,,,,Point,-114.0875484,51.0526112,node/12247367662,,1122,T2N 3P3,,Kensington Road NW,cafe,coffee_shop,,+1 403-764-2669,,,,,https://www.devillecoffee.ca/,,,,,,,,,,,,,,,,,,,,,,yes,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12249237357,Original Joe's,,,,Point,-114.0899889,51.0526566,node/12249237357,,,,,,restaurant,bar_and_grill,,,,,,,,Original Joe's,Q118744382,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12249409807,The Hexagon Board Game Cafe,,,,Point,-114.0885699,51.0526949,node/12249409807,Calgary,1140,T2N 3P3,Alberta,Kensington Road NW,cafe,,Su-Th 10:00-23:00; Fr-Sa 10:00-01:00,+1 403-209-2881,,200,2025-07-21,,https://thehexcafe.com/calgary/,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,Calgary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board_game,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12249409808,Blanco Cantina,,,,Point,-114.088494,51.0526706,node/12249409808,Calgary,1140,T2N 3P3,Alberta,Kensington Road NW,restaurant,mexican,"Su, Tu-Th 11:30-23:00; Fr-Sa 11:30-01:00; Mo off",+1 403-454-9602,,100,,,https://www.blancocantina.ca/en/locations/ab/calgary/1140-kensington-rd-nw,,,,,,,,,,,,,,,,,,,,,,,yes,-1,,,Calgary – Kensington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12249681599,Satsuki,,,,Point,-114.0880567,51.0526584,node/12249681599,,1130,T2N 3P3,,Kensington Road NW,restaurant,japanese,Mo-Tu off; We-Su 11:00-21:00,+1 403-300-2405,,100,,satsukicalgary@gmail.com,https://www.satsuki.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12249802395,Oxbow,,,,Point,-114.0874818,51.051842,node/12249802395,,1126,T2N 3E3,,Memorial Drive NW,restaurant,,"We-Sa 17:00-24:00+; Su 11:00-14:00, 17:00-24:00+",+1 403-670-7387,,,,info@oxbowyyc.ca,https://www.oxbowyyc.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12272533480,Tiger Sugar,,,,Point,-114.0663344,51.0524403,node/12272533480,,210,T2P 0A5,,Riverfront Avenue SW,cafe,bubble_tea,,,,,,,https://tigersugaralberta.com/,Tiger Sugar,Q76099070,,,,,,,yes,,,,,,,,,,,,,,no,,,,Waterfront,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12290549081,Melrose,,,,Point,-114.0546319,51.0403392,node/12290549081,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12303092301,Happy Lamb Hot Pot,,,,Point,-113.9839237,51.0612052,node/12303092301,,999,T2A 2Z5,,36 Street NE,restaurant,mongolian;hotpot,Mo-Su 11:00-23:00,+1-403-475-6889,,,,,https://happylambhotpotca.com/,Happy Lamb Hot Pot,Q123091978,,,,,,,,,快乐小羊,,,,,,,,,Happy Lamb Hot Pot,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happy Lamb Hot Pot,快乐小羊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12303103725,Brew & Blendz,,,,Point,-114.1278109,51.0770693,node/12303103725,,,,,,cafe,coffee_shop;sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12308844617,Lazy Loaf & Kettle,,limited,,Point,-114.1356682,51.0580866,node/12308844617,,8,T2N 3T8,,Parkdale Crescent NW,restaurant,coffee_shop;breakfast,Mo-Sa 07:00-19:00; Su 08:00-19:00,+1 403-270-7810,,100,,info@lazyloafandkettle.com,https://lazyloafandkettle.com/,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12312721541,Vietnam Fortune,,,,Point,-114.0942994,51.0521023,node/12312721541,,1443,T2N 3R1,,Kensington Road NW,restaurant,vietnamese,Sa-We 11:00-22:45; Th-Fr 11:00-23:45,+1 403-270-7110,,B,,,https://vietnam-fortune.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12328212177,Starbucks,,,,Point,-114.2075776,51.0845713,node/12328212177,Calgary,83,T3B 3R6,AB,Bowfort Road NW,cafe,coffee_shop,Mo-Su 05:00-20:00,+1 403-247-2656,,,,,,Starbucks,Q37158,,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12328212179,Bona Roma,,,,Point,-114.2073857,51.0845326,node/12328212179,Calgary,89,T3B 3R6,AB,Bowridge Drive NW,restaurant,italian;italian_pizza;salad;pasta,Mo 11:00-21:00 Tu-We 16:00-21:00 Th 16:00-22:00 Fr-Sa 16:00-23:00 Su 16:00-21:00,+1 403 247-3327,,,,shawn@bonaroma.com,https://bonaroma.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12337845601,Asian Buffet,,,,Point,-114.0690563,50.969832,node/12337845601,,9125,T2J 0P9,,Bonaventure Drive SE,restaurant,chinese,"Mo-Su 11:30-16:00, 16:30-22:00",+1 403-252-6888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12383455028,Môt Tô Banh Mi & Pho Bar,,,,Point,-114.0627976,51.0664492,node/12383455028,,,,,,restaurant,vietnamese,,,,,2025-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12414084563,Amihan Grill,,,,Point,-113.9968005,51.0800323,node/12414084563,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12432072602,Tu Tierra,,,,Point,-114.0689137,50.9733069,node/12432072602,,8995,T2H 2Z5,,Bonaventure Drive SE,restaurant,mexican,Mo-Th 11:00-20:00; Fr-Sa 11:00-21:00,,,,,,https://www.tutierra.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12432072604,Chine Hotpot & Noodles,,,,Point,-114.0694264,50.9733054,node/12432072604,,8971,T2H 2Z5,,Bonaventure Drive SE,restaurant,chinese,Su-Th 11:30-22:00; Fr-Sa 11:30-24:00; PH 16:00-20:00; Dec 24 11:30-16:00; Dec 25 off; Jan 1 11:30-22:00,+1 403-452-0656,,,,chinehotpotcalgary@gmail.com,https://www.chinehotpot.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12434673765,Souvlaki Fusion,,,,Point,-114.1228971,51.037574,node/12434673765,,2623,T3E 0A5,,17 Avenue SW,restaurant,greek,Mo-Sa 11:00-24:00; Su 11:00-22:00,+1 403-457-0040,,,,info@souvlakifusion.com,https://souvlakifusion.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crete Souvlaki,Kreta Souvlaki,,,,,,,,,,,,,,
Feature,node/12453546703,Owens Landing,,,,Point,-114.0685454,51.0497247,node/12453546703,,308,T2P 0H7,,4 Avenue SW,restaurant,,,+1 587-747-7772,,,,,https://www.thelandinggroup.ca/en/locations/ab/calgary/308-4th-ave.-sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12499275501,Oolong Tea Shop Inglewood,,,,Point,-114.0356148,51.0415707,node/12499275501,,1219a,,,,cafe,coffee_shop;tea,Fr 10:00-19:00; Sa-Th 09:00-18:00,,,,,,https://www.oolongteashop.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12517214970,The Stoop Cafe,,,,Point,-114.0420476,51.0615126,node/12517214970,,,,,,cafe,,We-Su 09:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12537875002,Cora,,,,Point,-114.069709,51.005237,node/12537875002,,5504,,,Macleod Trail SW,restaurant,breakfast,,,,110,,,,Cora,Q2996960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12547898477,Red Rock Bar & Grill,,,,Point,-114.1973006,51.1259119,node/12547898477,,60,T3G 3J9,,Crowfoot Crescent NW,restaurant,,Su-Th 11:00-24:00; Fr-Sa 11:00-01:00,+1 403-239-8661,,105,2025-07-15,,http://redrockbargrill.com/,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,https://www.facebook.com/redrockbarandgrill/,,,,,,,,http://redrockbargrill.com/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12547898630,Calgary Momo House,,,,Point,-114.1986688,51.1257088,node/12547898630,Calgary,20,T3G 2P6,AB,Crowfoot Crescent NW,restaurant,nepalese,Mo-Su 12:00-21:00,+1 403-660-7043,,410,2025-07-15,help@calgarymomohouse.com,https://www.calgarymomohouse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,Calgary Northwest,,,,,,,,,https://www.calgarymomohouse.com/our-menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12554759243,CoCo Fresh Tea & Juice,,,,Point,-114.1956189,51.1273585,node/12554759243,Calgary,150,T3G 3T2,Alberta,Crowfoot Crescent NW,cafe,bubble_tea,,+1 403-452-3399,,,2025-07-16,,https://cocobubbletea.com,CoCo,Q65084369,,,,,,,yes,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,CoCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12560199262,A B King Pizza,,,,Point,-113.9440731,51.0710955,node/12560199262,Calgary,6208,T1Y 2X1,Alberta,Rundlehorn Drive NE,restaurant,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12560199265,Deng's dumplings,,,,Point,-113.944069,51.0715117,node/12560199265,,,,,,restaurant,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12560199267,Ginger Garden,,,,Point,-113.9438625,51.0715098,node/12560199267,,,,,,restaurant,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12560286902,Spicey Chef,,,,Point,-113.980831,51.071237,node/12560286902,Calgary,3725,T1Y 2K1,AB,Rundlehorn Drive NE,restaurant,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12560286903,Elite Asian Cuisine,,,,Point,-113.9808403,51.071078,node/12560286903,Calgary,3725,T1Y 2K1,AB,Rundlehorn Drive NE,restaurant,filipino,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
