type,properties/@id,properties/amenity,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/cuisine,properties/level,properties/name,properties/takeaway,properties/wheelchair,properties/addr:city,properties/addr:housenumber,properties/addr:street,properties/check_date,properties/air_conditioning,properties/diet:vegan,properties/diet:vegetarian,properties/drive_through,properties/indoor_seating,properties/internet_access,properties/opening_hours,properties/outdoor_seating,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/recycling:coffee_cups,properties/smoking,properties/alt_name,properties/official_name,properties/phone,properties/tourism,properties/website,properties/addr:postcode,properties/description,properties/ref:vatin,properties/self_checkout,properties/capacity,properties/wifi,properties/check_date:opening_hours,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/website:menu,properties/opendata:type,properties/toilets:wheelchair,properties/addr:province,properties/delivery,properties/internet_access:fee,properties/wikidata,properties/wikipedia,properties/operator,properties/operator:wikidata,properties/operator:wikipedia,properties/wheelchair:description,properties/wikipedia:en,properties/source,properties/note,properties/toilets,properties/llbo,properties/addr:floor,properties/internet_access:ssid,properties/email,properties/opening_hours:signed,properties/created_by,properties/addr:unit,properties/highchair,properties/website:en,properties/website:fr,properties/addr:country,properties/diet:halal,properties/diet:kosher,properties/payment:contactless,properties/payment:mastercard,properties/payment:visa,properties/ref,properties/amenity:disused,properties/old_name,properties/image,properties/addr:district,properties/washrooms,properties/drink:coffee,properties/drink:juice,properties/shop,properties/floor,properties/branch,properties/former_name,properties/check_date:smoking,properties/fixme,properties/not:brand:wikidata,properties/layer,properties/dispensing,properties/drink:espresso,properties/addr:housename,properties/self_service,properties/hst_number,properties/payment:american_express,properties/store_ref,properties/toilets:access,properties/stars,properties/stars:system,properties/addr:place,properties/name:en,properties/name:fr,properties/reservation,properties/payment:interac,properties/gst_number,properties/diet:gluten_free,properties/access,properties/postal_code,properties/cost:coffee,properties/bar,properties/changing_table,properties/changing_table:location,properties/toilets:wheelchair:description,properties/display,properties/historic,properties/support,properties/payment:gift_card,properties/fax,properties/comment,properties/short_name,properties/name:ko,properties/est_date,properties/name:es,properties/payment:coins,properties/payment:notes,properties/source:alt_name,properties/brand:en,properties/brand:zh,properties/url,properties/payment:cards,properties/name:zh,properties/valet,properties/start_date,properties/colour,properties/emergency,properties/diet:beef,properties/diet:chicken,properties/diet:seafood,properties/name:zh-Hans,properties/name:zh-Hant,properties/vacant,properties/diet:healthy,properties/diet:meat,properties/dine_in,properties/survey:date,properties/catering,properties/drink,properties/lgbtq,properties/sport,properties/addr:house,properties/fee,properties/attraction,properties/internet_access:type,properties/highway,properties/store_name,properties/contact:email,properties/food,properties/chocolates,properties/check_date:diet:vegetarian,properties/twitter,properties/opening_hours:drive_through,properties/addr:suburb,properties/check_date:diet:vegan,properties/addr:subdistrict,properties/max_occupancy,properties/seating,properties/entrance,properties/heritage,properties/microbrewery,properties/office,properties/halal,properties/branch_name,properties/owner,properties/toilets:changing_table,properties/rice_noodle,properties/parking:fee,properties/int_name,properties/seats,properties/opening_hours:covid19,properties/opening_hours:url,properties/level:ref,properties/brand:short,properties/rooms,properties/unit,properties/name:vi,properties/brewery,properties/outdoor_seating:comfort,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/contact:phone,properties/contact:website,properties/indoor,properties/payment:alipay,properties/payment:wechat,properties/leisure,properties/opening_hours:kitchen,properties/payment:credit_card,properties/source:addr,properties/barbecue,properties/addr:full,properties/disused:amenity,properties/building,properties/phone:mnemonic,properties/name:yue,properties/instagram,properties/internet_access:password,properties/rocks,properties/diet:non-vegetarian,properties/year,properties/diet:dairy_free,properties/name:nl,properties/payment:diners_club,properties/payment:discover_card,properties/payment:jcb,properties/payment:unionpay,properties/alcohol,properties/sensory_friendly,properties/fixme:type,properties/payment:apple_pay,properties/payment:google_pay,properties/payment:coinos,properties/cafe,properties/diet:pork,properties/brand:zh-Hans,properties/brand:zh-Hant,properties/name:zh-Latn-pinyin,properties/diet:spicy,properties/addr:door,properties/network,properties/theme,properties/organic,properties/stroller,properties/diet:fish,properties/diet:local,properties/start_date:restaurant,properties/was:amenity,properties/long_name,properties/alcohol:sales,properties/payment:qr_code
Feature,node/13095382440,restaurant,Point,-79.4867845,43.7442232,node/13095382440,,,,indian,,Smoke 'n' Roti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13097353506,restaurant,Point,-79.3563499,43.8076145,node/13097353506,,,,noodle;chinese,,3A Noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13097353515,cafe,Point,-79.3566882,43.8078871,node/13097353515,,,,bubble_tea,,Tea Time,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13097381599,restaurant,Point,-79.330591,43.7884364,node/13097381599,,,,filipino,,Tagpuan Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13097409648,restaurant,Point,-79.3244891,43.7935163,node/13097409648,,,,indian,,Dilli Wala,,,,,,,,,,,,,,,,,,,,,,+1-416-499-4640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13097409650,restaurant,Point,-79.3245675,43.7934188,node/13097409650,,,,,,Lahmajoun Factory,,,,,,,,,,,,,,,,,,,,,,,,https://lahmajounfactory.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13098959201,cafe,Point,-79.4106644,43.6459589,node/13098959201,,,,,,The Roasted Nut,,,,768,Queen Street West,2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13106462364,restaurant,Point,-79.312867,43.791734,node/13106462364,,,,chinese,,Shanghai Frozen Dim Sum,,,,2551,Warden Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13106462366,restaurant,Point,-79.3127962,43.7915519,node/13106462366,Happy Lamb Hot Pot,Q123091978,,mongolian;hotpot,,Happy Lamb Hot Pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happy Lamb Hot Pot,,,,,,,,,,,,,,,,,,,,,,,,,,Happy Lamb Hot Pot,快乐小羊,,,快乐小羊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13106462367,restaurant,Point,-79.3128112,43.7912706,node/13106462367,,,,,,Jikoni Grill,,,,2535,Warden Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13106632900,restaurant,Point,-79.2943595,43.814456,node/13106632900,,,,noodle,,Magic Noodle,,,,,,2025-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13106674501,restaurant,Point,-79.2929084,43.8147579,node/13106674501,,,,ramen,,Midori Ramen,,,,,,2025-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13107676340,restaurant,Point,-79.3182258,43.7981065,node/13107676340,,,,indian,0,Nantha,,,,,,2025-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13107676341,restaurant,Point,-79.3182526,43.7984485,node/13107676341,,,,seafood;chinese,,Fisherman Lobster King,,,,,,2025-08-29,,,,,,,Mo-Su 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13107676342,cafe,Point,-79.3187394,43.7989275,node/13107676342,,,,bubble_tea,0,Presotea,,,,,,2025-08-29,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13109126079,cafe,Point,-79.1815432,43.8199057,node/13109126079,Tim Hortons,Q175106,,coffee_shop,,Tim Hortons,yes,,,,,2025-08-30,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13109224757,cafe,Point,-79.1873621,43.8188787,node/13109224757,,,,bubble_tea,,Palgong Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13109281842,cafe,Point,-79.1832536,43.8178222,node/13109281842,,,,bubble_tea,,Palgong Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13109348635,restaurant,Point,-79.1903646,43.768136,node/13109348635,Swiss Chalet,Q2372909,,chicken,,Swiss Chalet,,,,,,2025-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13109354738,restaurant,Point,-79.1866649,43.7714662,node/13109354738,,,,,,Scotty Bons Caribbean Grill,,,,,,2025-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13113385855,restaurant,Point,-79.3207101,43.7725454,node/13113385855,,,,noodle,,Noodle Delight,,,,,,2025-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13115049511,cafe,Point,-79.5037996,43.7713841,node/13115049511,,,,,,The Break Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13115649911,cafe,Point,-79.3568435,43.6276301,node/13115649911,,,,coffee_shop,,Runaway Cafe,,,,,,,,,,,,,Mo-Su 09:30-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13117130716,restaurant,Point,-79.4046874,43.6663457,node/13117130716,,,,korean,,WooJoo Bunsik,,limited,,,,,,,,,,,,,,,,,,,,+1-416-323-3555,,https://woojoobunsik.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13117181662,cafe,Point,-79.4004288,43.6671492,node/13117181662,,,,,,Alternity,,,,333,Bloor Street West,,,,,no,,,,,,,,,,,,+1-647-347-0070,,https://www.alternity.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13121498883,restaurant,Point,-79.3857554,43.6694383,node/13121498883,,,,mediterranean;salad,,The Salad House,,,,17,Hayden Street,2025-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13124219027,restaurant,Point,-79.3446669,43.6670594,node/13124219027,,,,,,East End Vine,,,,817,Gerrard Street East,2025-09-06,,,,,,,,yes,,,,,,,,+1-416-466-3457,,https://eastendvine.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13125927816,cafe,Point,-79.3746717,43.6569001,node/13125927816,,,,,,Avenue Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13129957235,restaurant,Point,-79.4901087,43.7619239,node/13129957235,,,,shawarma,,Tender Shawarma & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13135350040,restaurant,Point,-79.3781202,43.6600778,node/13135350040,,,,japanese,1,Kiyomio,,,,,,,,,,,,,,,,,,,,,,+1-416-979-1134,,https://www.kiyomiomakase.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13135350043,restaurant,Point,-79.3782148,43.6600618,node/13135350043,,,,thai,,Crying Tiger,,,,72,Gerrard Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13137052024,cafe,Point,-79.4178132,43.6381237,node/13137052024,Chatime,Q16829306,,bubble_tea,,Chatime,yes,,,,,2025-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13140162993,restaurant,Point,-79.4548976,43.6648627,node/13140162993,,,,italian;sandwich,,Mattachioni,,,Toronto,1617,Dupont Street,2025-09-11,yes,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,+1-416-519-1010,,https://www.mattachioni.com,,,,,,,,,,,,,,Ontario,,,,,,,,,,,,,,,,preorders.mattachioni@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13141044904,restaurant,Point,-79.3685234,43.6548376,node/13141044904,,,,,,The New Buffallo Restaurant,,,,242,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13141044938,restaurant,Point,-79.3638244,43.6558548,node/13141044938,,,,,,Dejavu,,,,366,Queen Street East,,,,,,,,,,,,,,,,,,,https://www.dejavulounge.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13141903741,cafe,Point,-79.3628961,43.6560697,node/13141903741,,,,,,Roozamoon Cafe,,,,398,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13142470718,cafe,Point,-79.3858143,43.6683361,node/13142470718,Tim Hortons,Q175106,,coffee_shop,,Tim Hortons,yes,,,663,Yonge Street,2025-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13143497499,restaurant,Point,-79.4697966,43.7674399,node/13143497499,,,,jamaican,,L&P Village Green Jamaican Restaurant,,,Toronto,1027,Finch Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
