type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:postcode,properties/addr:street,properties/addr:suburb,properties/amenity,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/cuisine,properties/internet_access,properties/name,properties/opening_hours,properties/operator,properties/outdoor_seating,properties/phone,properties/website,properties/wheelchair,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/fhrs:id,properties/smoking,properties/addr:housenumber,properties/check_date,properties/indoor_seating,properties/addr:housename,properties/email,properties/source:addr,properties/tourism,properties/diet:gluten_free,properties/diet:vegan,properties/diet:vegetarian,properties/disused:amenity,properties/old_name,properties/payment:cash,properties/bar,properties/air_conditioning,properties/check_date:opening_hours,properties/level,properties/payment:contactless,properties/payment:credit_cards,properties/payment:debit_cards,properties/payment:mastercard,properties/payment:visa,properties/ref,properties/takeaway,properties/official_name,properties/branch,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/wikidata,properties/wikipedia,properties/capacity,properties/drive_in,properties/addr:floor,properties/description,properties/internet_access:fee,properties/microbrewery,properties/organic,properties/food,properties/source,properties/addr:unit,properties/opening_hours:signed,properties/ref:vatin,properties/real_ale,properties/shop,properties/historic,properties/memorial,properties/religion,properties/subject:wikidata,properties/subject:wikipedia,properties/wikimedia_commons,properties/addr:state,properties/payment:cards,properties/toilets,properties/source:name,properties/toilets:unisex,properties/reservation,properties/not:addr:postcode,properties/check_date:diet:vegetarian,properties/alt_name,properties/fhrs:local_authority_id,properties/layer,properties/note,properties/addr:parentstreet,properties/fixme,properties/ele,properties/source:addr:postcode,properties/contact:phone,properties/name:en,properties/name:zh-Hans,properties/baby,properties/drive_through,properties/changing_table,properties/toilets:wheelchair,properties/internet_access:ssid,properties/contact:email,properties/contact:website,properties/highchair,properties/wheelchair:description,properties/addr:place,properties/payment:american_express,properties/payment:visa_debit,properties/not:fhrs:addr:postcode,properties/delivery,properties/brand:en,properties/brand:zh,properties/name:zh,properties/breakfast,properties/internet_access:operator,properties/url,properties/amenity:restaurant,properties/fhrs:rating,properties/closed,properties/rooms,properties/contact:city,properties/contact:country,properties/contact:housenumber,properties/contact:postcode,properties/contact:street,properties/short_name,properties/old_amenity,properties/artwork_type,properties/self_service,properties/old_fhrs:id,properties/changing_table:fee,properties/kids_area:indoor,properties/toilets:access,properties/payment:discover_card,properties/changing_table:location,properties/stars,properties/payment:diners_club,properties/diet:halal,properties/drinking_water:refill,properties/drinking_water:refill:network,properties/name:th,properties/website:menu,properties/start_date,properties/diet:jain_vegetarian,properties/ref:vcgi:esiteid,properties/diet:meat,properties/pets_allowed,properties/building,properties/dinner,properties/lunch,properties/website:orders,properties/check_date:diet:vegan,properties/indoor,properties/dog,properties/diet:non-vegetarian,properties/live_music,properties/construction,properties/check_date:diet:gluten_free,properties/opening_hours:url,properties/kids_area,properties/kids_area:fee,properties/kids_area:outdoor,properties/kids_area:supervised,properties/payment:coins,properties/entrance,properties/survey:date,properties/cafe,properties/nohousenumber,properties/fee,properties/street_vendor,properties/fast_food,properties/not:brand:wikidata,properties/brewery,properties/toilets:menstrual_products,properties/payment:maestro,properties/payment:goldback
Feature,node/11780567569,,,,,,restaurant,,,,japanese,,Chotto,,,no,,,,Point,-2.2391923,53.4805876,node/11780567569,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11806889538,Manchester,,M15 4YB,Owen Street,,restaurant,,,,italian,,Salvi's,,,,,,,Point,-2.2524554,53.4727213,node/11806889538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11811330099,Manchester,,M4 1ER,Thomas Street,,restaurant,,,,,,Wolf At The Door,,,,+44161 660 7177,https://www.watd.co.uk/,,Point,-2.2372192,53.4842922,node/11811330099,1820752,,30-32,,,,nq@watd.co.uk,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11811661086,,,,,,cafe,,,,,,Open Kitchen,,,yes,,,,Point,-2.25283,53.4814624,node/11811661086,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11818434490,Manchester,,M1 5GL,Hulme Street,,restaurant,,,,chinese,,No. 8 Hotpot,,,,,,,Point,-2.2409963,53.4728832,node/11818434490,1818816,,,,,The Quadrangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11818434491,Manchester,,M1 5GL,Hulme Street,,restaurant,,,,chinese,,Spicy & Tasty,,,,,,,Point,-2.2411945,53.4728179,node/11818434491,,,,,,The Quadrangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11825847733,Manchester,,M11 1DA,Ashton Old Road,,cafe,Morrisons,Q922344,,coffee_shop,,Morrisons Cafe,Mo-Sa 08:00-17:00; Su 10:00-16:00,,no,,https://my.morrisons.com/storefinder/391/manchester-openshaw,,Point,-2.1652516,53.4738116,node/11825847733,,,,,yes,1 Lime Square,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafeteria,,,,,
Feature,node/11829180784,Manchester,,M11 1DA,Ashton Old Road,,cafe,Costa,Q608845,,coffee_shop,,Costa,,,,,,,Point,-2.1651423,53.4733169,node/11829180784,1817820,,,,,Lime Square,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11834948086,Manchester,,M11 1DA,Ashton Old Road,,restaurant,,,,,,Marco Reas Diner,,,yes,,https://www.facebook.com/marcoreasdiner/,,Point,-2.1650031,53.4736345,node/11834948086,1819278,,,,yes,Lime Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11836983646,Manchester,,M4 2BS,Withy Grove,,restaurant,Frankie & Benny's,Q5490892,,american,,Frankie & Benny's,Mo-Fr 12:00-22:00; Sa-Su 11:30-22:00,,,,https://www.frankieandbennys.com/restaurants/manchester-printworks,,Point,-2.240658,53.4851927,node/11836983646,1817166,,27,2024-07-14,,The Printworks,,,,,,,,,,,,2024-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11868594777,Manchester,,M13 9SG,Polygon Street,,cafe,,,,caribbean,,ARMR Store,,,,,,,Point,-2.2236001,53.4696761,node/11868594777,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11899245271,,,,,,restaurant,,,,,,Maray,,,,,,,Point,-2.2461767,53.4798374,node/11899245271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11910584401,Manchester,,M18 8DU,Abbey Hey Lane,,cafe,,,,,,Les the Baker MCR,,,yes,,,,Point,-2.1645778,53.4651245,node/11910584401,1421740,,420,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gorton Mill House Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11938338693,,,,,,restaurant,,,,,,HOME Bar & Kitchen,Mo-Sa 12:00-22:00; Su 12:00-21:00,,,+44 161 212 3500,,,Point,-2.2464555,53.4735904,node/11938338693,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11958247350,Manchester,,M3 3EB,Hardman Square,,restaurant,,,,,,20 Stories,,,,,,,Point,-2.2520206,53.4789292,node/11958247350,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993280271,Manchester,,M4 3TR,Hanging Ditch,,,,,,,,Roomzzz Manchester Victoria Aparthotel,,,,,,,Point,-2.2431016,53.4848115,node/11993280271,,,37,,,Corn Exchange,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993280273,Manchester,,M4 3TR,Hanging Ditch,,restaurant,,,,international,,Banyan,,,,,,,Point,-2.2435647,53.4846308,node/11993280273,1818592,,37,,,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993280275,Manchester,,M4 3TR,Hanging Ditch,,restaurant,The Real Greek,Q110465528,,greek,,The Real Greek,,,,,,,Point,-2.2431759,53.4847114,node/11993280275,1818129,,37,,,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993280276,Manchester,,M4 3TR,Hanging Ditch,,restaurant,Vapiano,Q506252,,italian,,Vapiano,,,,,,,Point,-2.2428389,53.4848063,node/11993280276,1817793,,37,,,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993280277,Manchester,,M4 3TR,Hanging Ditch,,restaurant,,,,italian,,Riva Blu,,,,,,,Point,-2.2425924,53.4849112,node/11993280277,1819490,,37,,,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993280278,Manchester,,M4 3TR,Hanging Ditch,,restaurant,,,,indian,,Delhi House Cafe,,,,,,,Point,-2.2428155,53.4850798,node/11993280278,1816906,,37,,,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993312636,Manchester,,M4 1HQ,High Street,,restaurant,,,,,,TNQ The Northern Quarter Restaurant,,,,,,,Point,-2.2365144,53.4847284,node/11993312636,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.tnq.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993312637,Manchester,,M4 1HQ,High Street,,restaurant,,,,french,,63 Degrees,,,,,,,Point,-2.2366857,53.4846445,node/11993312637,1817816,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.63degrees.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11993312639,Manchester,,M4 1HP,High Street,,restaurant,,,,mexican,,Liquor & Burn,,,,,,,Point,-2.2368432,53.4845593,node/11993312639,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12003646557,,,,,,cafe,Costa Coffee,Q608845,,coffee_shop,wlan,Costa,Mo-Fr 06:00-19:00; Sa 07:00-18:00; Su 08:30-17:00,,no,,,yes,Point,-2.2424176,53.4740199,node/12003646557,,,,2024-06-23,,,,,,,,,,,,,,,0,,,,,,,only,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12006526515,Manchester,,M4 5EE,Oldham Road,,cafe,,,,,,Cuppello's,,,,,,,Point,-2.2306983,53.4855922,node/12006526515,1821663,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12015051344,Manchester,,M4 6BG,Oldham Road,,cafe,,,,,,Enne's Cafe,,,,,,,Point,-2.2272812,53.4867838,node/12015051344,1819147,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12016487237,Manchester,,M4 6JA,Jersey Street,,restaurant,,,,chinese,,Blue Eyed Panda,,,,,https://www.blueeyedpanda.co.uk/,,Point,-2.2291567,53.4835686,node/12016487237,1820587,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12057775459,Manchester,,M8 8EP,Manchester Fort Shopping Park,,restaurant,Nando's,Q3472954,en:Nando's,chicken;portuguese,,Nando's,Mo-Su 11:30-22:00,,,+44161 832 5088,https://www.nandos.co.uk/restaurants/manchester-fort,,Point,-2.2352478,53.4979773,node/12057775459,1821416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,Cheetham Hill Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12104974681,,,,Elm Street,,restaurant,,,,,,Maya's Kitchen,,,,,,,Point,-71.4633041,42.9895234,node/12104974681,,,790,2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12105015022,,,,Elm Street,,restaurant,,,,asian,,What The Pho,,,,,,,Point,-71.4633212,42.989942,node/12105015022,,,834,2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12178833801,,,,Stark Street,,cafe,,,,,,B&B Café and Grill,,,,,,,Point,-71.4638515,42.9916069,node/12178833801,,,25,2024-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12189711797,Manchester,,M20 6RN,Wilmslow Road,,restaurant,Franco Manca,Q28404417,,pizza,,Franco Manca,Su-We 12:00-21:00; Th 12:00-09:30; Fr-Sa 12:00-10:30,,,+44 161 710 1885,https://www.francomanca.co.uk/restaurants/manchester-didsbury/,,Point,-2.2317329,53.4156596,node/12189711797,1818760,,753-755,2024-09-21,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12193344246,,,,,,restaurant,,,,,,Bagel Cafe,,,,,,,Point,-71.4562548,43.0076303,node/12193344246,,,,2024-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207590393,,,M3 2QG,,,cafe,,,,,,Café W,,,,,,,Point,-2.2471018,53.4816212,node/12207590393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207590396,,,M2 6WH,,,restaurant,,,,,,My Thai Restaurant,,,,,,,Point,-2.245627,53.4805874,node/12207590396,1819153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207590397,,,M2 4LA,,,restaurant,,,,fish_and_chips,,Wright's Fish & Chips,,,,,,no,Point,-2.2452784,53.480403,node/12207590397,1820698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207590399,Manchester,,M2 6LW,Albert Square,,cafe,,,,,,Ditto Coffee,,,,,,,Point,-2.2458529,53.4797941,node/12207590399,1817841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207675402,,,M2 5WA,,,restaurant,,,,latin-american,,MNKY HSE Manchester,,,,,,,Point,-2.2470148,53.4790431,node/12207675402,1820434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207675404,,,M2 5AB,,,restaurant,,,,italian_pizza,,Gusto Italian,,,,,,,Point,-2.2484382,53.4791872,node/12207675404,1817387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q66087781,,,,
Feature,node/12207675405,,,M3 4EN,,,restaurant,,,,italian;pizza,,Italiana Fifty Five Great Northern,,,,,,,Point,-2.2490713,53.4776145,node/12207675405,1818137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207675407,,,M3 4EN,,,restaurant,,,,,,Fat Hippo Manchester L7,,,,,,,Point,-2.2490987,53.4775249,node/12207675407,1817006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207675409,,,M60 2DS,,,restaurant,,,,french,,Adam Reid at The French,,,,,,,Point,-2.2447571,53.4775242,node/12207675409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207675412,,,M2 3WS,,,cafe,,,,italian;pizza,,Gio's,,,,,,,Point,-2.244223,53.4771199,node/12207675412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12246750507,Manchester,,M4 1AE,Tib Street,,cafe,,,,coffee_shop,wlan,PappaRoti,,,no,,,yes,Point,-2.2370842,53.4828121,node/12246750507,,,26,2024-10-12,yes,,,,,,,yes,,,yes,,,,,,,,yes,yes,,yes,,,,,,,,,,,,customers,,,,survey,18,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12248033397,,,,,,cafe,,,,,,Tiori,,,,,,,Point,-2.2376066,53.4728305,node/12248033397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12292231664,Manchester,,03101,Chestnut Street,,restaurant,,,,latin_american,,La Esquina,,,,,https://burritopm.order.online/store/la-esquina-restaurant-manchester-23191187/,,Point,-71.4604969,42.9903197,node/12292231664,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12292239830,Manchester,,03103,Willow Street,,restaurant,,,,asian,,Golden Karma,,,,,https://www.goldenkarmanh.com/,,Point,-71.4582206,42.9737876,node/12292239830,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12292259677,Manchester,,,South Main Street,,restaurant,,,,indian,,Classic Biryani Kabab & Curry,,,,,https://www.classicbiryanikabab.com/,,Point,-71.4794201,42.9756682,node/12292259677,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12292325346,,,,Hanover Street,,cafe,,,,coffee_shop,,Aroma Joe's,,,,,,,Point,-71.4172806,42.986951,node/12292325346,,,1095,2025-01-29,,,,,,,,,,,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
