type,properties/@id,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/created_by,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/amenity,properties/brand,properties/brand:wikidata,properties/cuisine,properties/official_name,properties/addr:suburb,properties/addr:unit,properties/contact:facebook,properties/contact:instagram,properties/delivery,properties/level,properties/opening_hours,properties/phone,properties/takeaway,properties/website,properties/branch,properties/ref,properties/attraction,properties/is_in:theme_park,properties/species:wikipedia,properties/species:wikidata,properties/bar,properties/check_date,properties/internet_access,properties/name:es,properties/outdoor_seating,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/reservation,properties/toilets,properties/toilets:wheelchair,properties/wheelchair,properties/wikidata,properties/wikipedia,properties/addr:housename,properties/addr:country,properties/source,properties/source:date,properties/internet_access:fee,properties/alt_name,properties/drink:alcohol,properties/note,properties/smoking,properties/diet:meat,properties/payment:bitcoincash,properties/brand:wikipedia,properties/contact:phone,properties/contact:website,properties/description,properties/capacity,properties/email,properties/name:fr,properties/name:en,properties/disused:amenity,properties/shop,properties/diet:vegan,properties/diet:vegetarian,properties/ref:miaaddr,properties/name:de,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/survey:date,properties/air_conditioning,properties/payment:american_express,properties/payment:diners_club,properties/payment:discover_card,properties/payment:mastercard,properties/payment:visa,properties/indoor_seating,properties/opening_hours:covid19,properties/wikimedia_commons,properties/contact:twitter,properties/image,properties/loc_name,properties/website:menu,properties/diet:healthy,properties/self_service,properties/brewery,properties/pub,properties/short_name,properties/rooms,properties/old_name,properties/phone:mnemonic,properties/diet:non-vegetarian,properties/payment:contactless,properties/diet:beef,properties/diet:pork,properties/diet:seafood,properties/diet:chicken,properties/payment:bank_card,properties/contact:tripadvisor,properties/contact:yelp,properties/diet:gluten_free,properties/facebook,properties/instagram,properties/mobile,properties/parking,properties/panoramax,properties/check_date:currency:XBT,properties/payment:lightning:operator,properties/contact:tiktok,properties/language:en,properties/language:es,properties/payment:apple_pay,properties/payment:gift_card,properties/payment:google_pay,properties/payment:paypal,properties/payment:samsung_pay,properties/start_date
Feature,node/6110284485,Blackbird Ordinary,,Point,-80.1951621,25.7667202,node/6110284485,,,729,,,Southwest 1st Avenue,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6110284486,GK Bistronomie,,Point,-80.1994257,25.8006262,node/6110284486,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6113770185,MIAM,,Point,-80.201323,25.8027174,node/6113770185,,,2750,,,Northwest 3rd Avenue,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6114007385,Vice City Bean,,Point,-80.1941182,25.7915358,node/6114007385,,,1657 unit c,,,North Miami Avenue,cafe,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6114013485,Cafe Galleria,,Point,-80.1921838,25.7734606,node/6114013485,,,69,,,Southeast 1st Street,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6114217486,Cafe Croissant,,Point,-80.2215486,25.7507274,node/6114217486,,Miami,1684,33145,FL,Southwest 22nd Street,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6114227986,La Colada Gourmet,,Point,-80.2200278,25.7655582,node/6114227986,,,1518,,,Southwest 8th Street,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6114243285,Atlantis Cafe,,Point,-80.1939485,25.775031,node/6114243285,,,12,,,Northwest 1st Street,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6114254888,Naomi’s Garden Restaurant & Lounge,,Point,-80.2079251,25.8395758,node/6114254888,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6173620650,Mike's at Venetia,,Point,-80.1858085,25.7899824,node/6173620650,,Miami,555,33132,FL,Northeast 15th Street,restaurant,,,pub;seafood;bar_and_grill;grill,,,,,,,9,,,yes,https://mikesmiami.com/,,,,,,,yes,,wlan,,yes,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6211833167,La Granja,,Point,-80.1900766,25.7727287,node/6211833167,,Miami,127,33131,FL,Southeast 2nd Avenue,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6268365485,Komodo,,Point,-80.1906481,25.7654165,node/6268365485,,Miami,801,33131,FL,Brickell Ave,restaurant,,,,,,,,,,,,-3049,,https://komodomiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6302385137,The Arc at Nobby's,,Point,153.4379997,-28.0603298,node/6302385137,,,,,,,restaurant,,,,,,,,,,,,+61 7 5575 5366,,https://www.nobbysarc.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6304801911,The Arketekt by Aficionados,,Point,-80.1903987,25.7618688,node/6304801911,,Miami,1200,33131,FL,Brickell Bay Drive,restaurant,,,,,,107,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6336778346,Route 66 Arch,attraction,Point,-94.8773934,36.8714819,node/6336778346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6357125785,Velvet Creme,,Point,-80.2206743,25.7658691,node/6357125785,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6357127085,Chili's,,Point,-80.1865104,25.7790869,node/6357127085,,,,,,,restaurant,Chili's,Q1072948,tex-mex,Chili's Grill & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6407975827,El Pub,,Point,-80.2204044,25.7655568,node/6407975827,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6418263113,Los Nuevos Jarritos,,Point,-80.230739,25.7716293,node/6418263113,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6418263841,Fiesta Café Shop,,Point,-80.223155,25.7723068,node/6418263841,,,,,,,restaurant,,,peruvian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6440661590,Yambo,,Point,-80.222223,25.7725357,node/6440661590,,,,,,,restaurant,,,nicaraguan,,,,,,,,24-Jul,,,,,,,,,,,29-10-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6440664791,Pizza Hut,,Point,-80.2491933,25.7498589,node/6440664791,,Miami,3396,33145,FL,Southwest 22nd Street,restaurant,Pizza Hut,Q191615,pizza,,,,,,,,"Mo-Th, Su 11:00-22:00; Fr, Sa 11:00-23:00",+1 786-260-0008,,https://locations.pizzahut.com/fl/miami/3396-coral-way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6440668419,305 Peruvian Modern Cuisine,,Point,-80.2494716,25.7498154,node/6440668419,,,,,,,restaurant,,,peruvian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6512066903,Laid Fresh,,Point,-80.2000284,25.7999546,node/6512066903,,Miami,240,33127,FL,Northwest 24th Street,cafe,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6516457905,Starbucks,,Point,-80.1892368,25.7928358,node/6516457905,,Miami,1776,33132,FL,Biscayne Boulevard,cafe,Starbucks,Q37158,coffee_shop,Starbucks Coffee,,,,,,,,+1 786-256-3887,yes,https://www.starbucks.com/store-locator/store/1022359/publix-miami-1397-1776-biscayne-blvd-miami-fl-33132-us,Publix Miami 1397,1022359,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6549135229,ZOI Restaurant & Lounge,,Point,-80.1870375,25.8293291,node/6549135229,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6556352420,Boteco,,Point,-80.1776743,25.8479047,node/6556352420,,,,,,,restaurant,,,brazilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6575655588,Coffee Shop Ground Floor,,Point,-80.1969318,25.7761496,node/6575655588,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6575659085,Calle Ocho Walk of Fame. West.,attraction,Point,-80.2223402,25.765556,node/6575659085,,,,,,Southwest 8th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6583009092,Street Art,attraction,Point,-80.1935302,25.7700877,node/6583009092,,,,,,Riverwalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6583009095,Miami Riverwalk,attraction,Point,-80.1958978,25.7689462,node/6583009095,,,,,,,,,,,,,,,,,,Mo-Su 06:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6583012889,Julia B. Tuttle's Homestead,attraction,Point,-80.1923196,25.7709148,node/6583012889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6594606197,Large Jewish Throne,attraction,Point,-80.1856214,25.7928594,node/6594606197,,,,,,North Bayshore Drive,,,,,,,,,,,,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6594610095,Street Art,attraction,Point,-80.1926895,25.7914294,node/6594610095,,,,,,Northeast 1st Avenue,,,,,,,,,,,,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6594610102,Street Art,attraction,Point,-80.1946837,25.7995499,node/6594610102,,,,,,North Miami Avenue,,,,,,,,,,,,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6594610287,Street Art,attraction,Point,-80.1911877,25.7916412,node/6594610287,,,,,,Northeast 17th Street,,,,,,,,,,,,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6594610585,Street Art,attraction,Point,-80.1985806,25.7988271,node/6594610585,,,,,,Northwest 1st Place,,,,,,,,,,,,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6617783989,Lagniappe,,Point,-80.1910243,25.8090386,node/6617783989,,,3425,,,Northeast 2nd Avenue,restaurant,,,barbecue,,,,,,,,,-988,,http://www.lagniappehouse.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6641176985,Joe & The Juice,,Point,-80.1922117,25.7591837,node/6641176985,,,,,,,cafe,Joe & The Juice,Q26221514,coffee_shop,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773341637,Clive's Cafe,,Point,-80.2004825,25.8293739,node/6773341637,,Miami,5890,33127,FL,Northwest 2nd Avenue,restaurant,,,jamaican;caribbean,,,,,,,,,+1 305 757 6512,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773341638,Opera House,,Point,-80.1871171,25.792234,node/6773341638,,Miami,1750,33132,FL,North Bayshore Drive,restaurant,,,pizza;burger,,,102-103,,,,0,,,,,,,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773371141,The Daily Creative Food Co.,,Point,-80.1888029,25.7954483,node/6773371141,,Miami,2001,33137,FL,Biscayne Boulevard,restaurant,,,sandwich;salad;breakfast;brunch;coffee_shop,,,109,,,yes,,,-5412,yes,,,,,,,,no,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6820860987,El Rey de las Fritas,,Point,-80.2251744,25.76579,node/6820860987,,Miami,1821,33135,FL,Southwest 8th Street,restaurant,,,cuban,,,,,,,,,+1 305-644-6054,,https://www.elreydelasfritas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elreydelasfritas.com/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6933187385,Novikov,,Point,-80.1877155,25.7713741,node/6933187385,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6933187386,«Zuma»,,Point,-80.1890608,25.770387,node/6933187386,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6933189191,«Il Gabbiano»,,Point,-80.1851611,25.771828,node/6933189191,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6957495485,Old‘s Havana,,Point,-80.2192537,25.7656038,node/6957495485,,Miami,1442,33135,FL,Southwest 8th Street,restaurant,,,cuban,,,,,,yes,,"11:00-23:00; Fr,Sa 11:00-00:00",,,https://oldshavana.com/,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,Cuban Bar and Cocina,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://oldshavana.com/menu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7149323685,Love Life Café,,Point,-80.2033595,25.8015523,node/7149323685,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7207335158,Taula,,Point,-80.1942888,25.7915308,node/7207335158,,,,,,,restaurant,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7295693385,Beaker and gray,,Point,-80.1948388,25.802385,node/7295693385,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7523588429,La Palma,,Point,-80.2947843,25.7635162,node/7523588429,,Miami,6091,33144,FL,Southwest 8th Street,restaurant,,,latin_american;cuban,,,,,,,,24-Jul,-1678,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7524497735,Rincon Antioqueño,,Point,-80.3022363,25.7634056,node/7524497735,,Miami,6521,33144,FL,Southwest 8th Street,restaurant,,,colombian;latin_american,,,,,,,,,-2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7524821630,Pinolandia,,Point,-80.2144593,25.7747719,node/7524821630,,Miami,119,33128,FL,Southwest 12th Avenue,restaurant,,,latin_american;nicaraguan,,,,,,,,24-Jul,-9292,yes,https://www.pinolandia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7527993810,Antigua Guatemala,,Point,-80.2399332,25.7724746,node/7527993810,,Miami,2741,33135,FL,West Flagler Street,restaurant,,,guatemalan;latin_american,,,,,,,,Mo-Th 09:00-23:00; Fr-Sa 09:00-24:00; Su 09:00-23:00,-1251,yes,https://www.facebook.com/AntiguaGuatemalaRestaurant/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7535708746,Rey's Pizza,,Point,-80.2346247,25.7726514,node/7535708746,,Miami,2391,33135,FL,West Flagler Street,restaurant,,,pizza;cuban,,,,,,,,24-Jul,-8695,yes,,,,,,,,,06-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7535718885,Rakachaka Grill y Más,,Point,-80.2161845,25.7723306,node/7535718885,,Miami,1280,33135,FL,Southwest 1st Street,restaurant,,,latin_american;nicaraguan,,,,,,,,Mo-Su 10:00-22:00,-8850,,https://rakachaka.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rakachakagrill@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7535877337,El Atlacatl,,Point,-80.2468048,25.7650746,node/7535877337,,Miami,3199,33135,FL,Southwest 8th Street,restaurant,,,salvadoran;latin_american,,,,,,,,Mo-Su 08:00-24:00,-8953,,https://elatlacatlmiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7538451829,Pei Wei,,Point,-80.2543701,25.7491973,node/7538451829,,Miami,2283,33145,FL,Southwest 37th Avenue,restaurant,Pei Wei,Q7160898,asian,,,,,,,,Mo-Su 11:00-20:00,-2118,,https://www.peiwei.com/florida/240-coral-gables/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7538874289,Montes de Oca,,Point,-80.2805817,25.7639815,node/7538874289,,Miami,5241,33134,FL,Southwest 8th Street,restaurant,,,cuban,,,,,,,,24-Jul,-1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732303,Tradewinds Waterfront Bar And Grill,,Point,-80.1867343,25.7795004,node/7844732303,,,,,,,restaurant,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732306,Largo Bar & Grill,,Point,-80.1865137,25.7791656,node/7844732306,,,,,,,restaurant,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732312,The Knife Parrilla Argentina,,Point,-80.1849682,25.7771965,node/7844732312,,,,,,,restaurant,,,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732313,Brawy Seafood,,Point,-80.1857113,25.777553,node/7844732313,,,,,,,restaurant,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732315,CoCo Fresh Tea & Juice,,Point,-80.1855341,25.777313,node/7844732315,,,,,,,cafe,CoCo,Q65084369,bubble_tea,,,,,,,,,,yes,,Gelato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732317,Cafe Con Leche,,Point,-80.1866766,25.778325,node/7844732317,,,,,,,cafe,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732320,Segafredo,,Point,-80.186305,25.777731,node/7844732320,,,,,,,cafe,Segafredo,Q21282762,coffee_shop,,,,,,,,,,yes,,Bayside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732322,Los Ranchos Steakhouse,,Point,-80.1865324,25.7795462,node/7844732322,,,,,,,restaurant,,,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7844732323,Gyro House,,Point,-80.1855035,25.7774093,node/7844732323,,,,,,,restaurant,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
