type,properties/@id,properties/amenity,properties/ferry,properties/name,properties/network,properties/operator,properties/public_transport,properties/source,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/brand,properties/brand:wikidata,properties/cuisine,properties/wheelchair,properties/check_date,properties/opening_hours,properties/outdoor_seating,properties/phone,properties/website,properties/wheelchair:description,properties/branch,properties/official_name,properties/takeaway,properties/addr:country,properties/contact:website,properties/entrance,properties/indoor_seating,properties/smoking,properties/addr:unit,properties/url,properties/ele,properties/gnis:feature_id,properties/wikidata,properties/wikipedia,properties/ref,properties/email,properties/fixme,properties/panoramax,properties/website:menu,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/name:ko,properties/diet:halal,properties/level,properties/payment:mastercard,properties/payment:visa,properties/internet_access,properties/internet_access:fee,properties/toilets,properties/check_date:opening_hours,properties/addr:street:name,properties/addr:street:prefix,properties/addr:street:type,properties/contact:facebook,properties/air_conditioning,properties/addr:floor,properties/contact:instagram,properties/diet:fish,properties/delivery,properties/bar,properties/rooms,properties/alt_name,properties/fax,properties/diet:vegan,properties/diet:vegetarian,properties/atm,properties/drive_through,properties/wifi,properties/note,properties/layer,properties/toilets:wheelchair,properties/contact:phone,properties/contact:foursquare,properties/kids_area,properties/payment:cards,properties/payment:qr_code,properties/reservation,properties/opening_hours:signed,properties/addr:housename,properties/coffee,properties/shop,properties/construction,properties/name:vi,properties/drive_in,properties/microbrewery,properties/organic,properties/short_name,properties/check_date:smoking,properties/internet_access:ssid,properties/panoramax:0,properties/service:electricity,properties/not:brand:wikidata,properties/phone:mnemonic,properties/diet:pescetarian,properties/self_service,properties/capacity,properties/contact:email,properties/payment:contactless,properties/diet:kosher,properties/diet:kosher:certification,properties/diet:kosher:dairy,properties/diet:kosher:meat,properties/diet:kosher:pareve,properties/craft,properties/disused:amenity,properties/diet:kosher:chalav_yisrael,properties/diet:kosher:yoshon,properties/description,properties/payment:coins,properties/contact:tiktok,properties/owner,properties/facebook,properties/payment:not_cash,properties/name:en,properties/name:ru,properties/name:uk,properties/breakfast,properties/lunch,properties/contact:yelp,properties/contact:tripadvisor,properties/diet:gluten_free,properties/diet:local,properties/lat,properties/lon,properties/payment:apple_pay,properties/name:de,properties/contact:twitter,properties/toilets:access,properties/payment:american_express,properties/payment:discover_card,properties/name:es,properties/amenity_1,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning:operator,properties/payment:lightning_contactless,properties/payment:onchain,properties/drink:alcohol,properties/disused:office,properties/old_name,properties/contact:pinterest,properties/contact:youtube,properties/payment:diners_club,properties/opening_hours:covid19,properties/internet_access:password,properties/source:access:password,properties/brewery,properties/old_name:vi,properties/description:en,properties/reservation:website,properties/leisure,properties/loc_name,properties/brand:en,properties/brand:zh,properties/name:zh,properties/chicago:building_id,properties/changing_table,properties/highchair,properties/payment:mastercard_contactless,properties/indoor,properties/room,properties/alcohol,properties/status,properties/historic,properties/material,properties/memorial,properties/subject:wikidata,properties/subject:wikimedia_commons,properties/subject:wikipedia,properties/attraction,properties/species:wikidata,properties/species:wikipedia,properties/disused:cuisine,properties/strapline,properties/access,properties/drinking_water,properties/man_made,properties/pump,properties/yelp,properties/diet:healthy,properties/building:levels,properties/diet:nut_free,properties/diet:oil_free,properties/diet:soy_free,properties/brand:wikipedia,properties/diet:chicken,properties/diet:meat,properties/brand:ja,properties/name:ja,properties/diet:organic,properties/exhibit,properties/heritage,properties/heritage:operator,properties/heritage:website,properties/nrhp:criteria,properties/nrhp:inscription_date,properties/nrhp:nhl,properties/ref:nrhp,properties/start_date,properties/wikimedia_commons,properties/int_name,properties/sport,properties/office,properties/theme,properties/changing_table:fee,properties/changing_table:location,properties/dinner,properties/name:kr,properties/lgbtq,properties/polling_station,properties/toilets:fee,properties/toilets:supervised,properties/opening_hours:url,properties/instagram
Feature,node/9955170945,restaurant,,Brown Bag Seafood Co.,,,,,,Point,-87.634408,41.8897447,node/9955170945,Chicago,414,60654,IL,North Wells Street,,,,yes,09-09-2025,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9969724822,cafe,,Starbucks,,,,,,Point,-87.6549744,41.94709,node/9969724822,Chicago,1027,60657,IL,West Addison Street,Starbucks,Q37158,coffee_shop,,,,,+1 708-996-6959,https://www.starbucks.com/store-locator/store/1031551/pickup-addison-and-sheffield-1027-w-addison-st-a-109-chicago-il-606134986-us,,Pickup - Addison and Sheffield,Starbucks Coffee,yes,,,,,,A109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9971098353,restaurant,,65 Express,,,,,,Point,-87.6344514,41.8818038,node/9971098353,,,,,,,,chinese,yes,,Mo-Fr 10:00-19:00; Sa 11:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9971213328,restaurant,,Sweet Rice Thai Street Food,,,,,,Point,-87.6876014,41.9159285,node/9971213328,Chicago,1904,60647,IL,North Western Avenue,,,thai,yes,12-07-2025,"Mo-Sa 11:30-21:00; 15:00-15:30 closed ""for lunch""; ""Kitchen closes 8:45pm""",no,,https://www.sweetricebucktown.com/,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9973425119,restaurant,,Can't Believe It's Not Meat,,,,,,Point,-87.6342875,41.9034735,node/9973425119,Chicago,1143,60610,IL,North Wells Street,,,burger,,,,,-10921,https://www.cantbelieveitsnotmeat.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9975255395,cafe,,Starbucks,,,,,,Point,-87.6895887,42.0120456,node/9975255395,Chicago,7137,60645,IL,North Western Avenue,Starbucks,Q37158,coffee_shop,,,,yes,+1 872-255-0366,https://www.starbucks.com/store-locator/store/1033865/touhy-western-7137-n-western-ave-chicago-il-606453445-us,,Touhy & Western,Starbucks Coffee,yes,,,,,,,,,,,,1033865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9975255396,restaurant,,Buffalo Wild Wings,,,,,,Point,-87.689586,42.0119778,node/9975255396,Chicago,7135,60645,IL,North Western Avenue,Buffalo Wild Wings,Q509255,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BW3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9980789866,restaurant,,Los 3 Compadres de Guerrero,,,,,,Point,-87.6871166,41.8980143,node/9980789866,,,,,,,,mexican,,,"Su-Th 10:00-22:00, Fr,Sa 10:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9980789868,restaurant,,Do-Over Diner,,,,,,Point,-87.6871949,41.9001598,node/9980789868,Chicago,1026,60622,IL,North Western Avenue,,,,yes,,"Mo 11:00-18:00; Th 17:00-24:00; Fr 17:00-24:00; Sa 00:00-02:00,17:00-24:00; Su 00:00-03:00,10:00-15:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9982632038,cafe,,Starbucks,,Mariano's,,,,Point,-87.6788411,41.8956893,node/9982632038,Chicago,2021,60622,IL,West Chicago Avenue,Starbucks,Q37158,coffee_shop,yes,,Mo-Su 06:00-20:00,no,+1 773-799-9000,https://www.starbucks.com/store-locator/store/1028525/marianos-ukrainian-village-52-2021-w-chicago-ave-chicago-il-60622-us,,Mariano's Ukrainian Village 52,Starbucks Coffee,yes,,,,yes,no,,,,,,,1028525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9993591203,cafe,,Momentum Coffee,,,,,,Point,-87.6530467,41.7798635,node/9993591203,Chicago,1122,60621,IL,West 63rd Street,,,coffee_shop,,,,,,https://momentumcoffee.org,,Englewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9998509913,restaurant,,Allende,,,,,,Point,-87.6494496,41.9257429,node/9998509913,Chicago,2408,60614,IL,North Lincoln Avenue,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10011934530,restaurant,,Seoul Taco,,,,,,Point,-87.6735189,41.907701,node/10011934530,Chicago,1422,60622,IL,North Milwaukee Avenue,,,korean;mexican,,30-03-2025,Mo-Su 11:00-22:00,,-9279,https://www.seoultaco.com/,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10021311534,restaurant,,Northside Grill,,,,,,Point,-87.7279632,41.9599168,node/10021311534,,,,,,,,,,,,,-6620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10021416377,restaurant,,Yummy Buffet,,,,,,Point,-87.7264007,41.9680707,node/10021416377,,,,,West Lawrence Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10025417602,cafe,,Gong Cha,,,,,,Point,-87.6599611,41.9980608,node/10025417602,Chicago,1139,60660,IL,West Sheridan Road,Gong Cha,Q5581670,bubble_tea,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貢茶,貢茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gong Cha,,,,,,,,,,,,,
Feature,node/10032623917,restaurant,,Pizza Friendly Pizza,,,,,,Point,-87.6867469,41.9006043,node/10032623917,Chicago,1039,60622,IL,North Western Avenue,,,pizza,yes,,We-Su 17:00-23:00,,,https://www.pizzafriendlypizza.com/,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1 773 395 2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10034726486,restaurant,,elephant & vine,,,,,,Point,-87.6467432,41.9241914,node/10034726486,Chicago,2315,60614,IL,North Lincoln Avenue,,,burger,,,Mo-Su 10:30-21:00,,+1 312 5469742,https://www.elephantandvine.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10043182550,restaurant,,Andros Taverna,,,,,,Point,-87.704872,41.9272976,node/10043182550,Chicago,2542,60647,IL,North Milwaukee Avenue,,,greek,,,,,-3037,https://androstaverna.com/index.html#about,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10045011967,restaurant,,Eppel’s Restaurant;Eppel‘s Restaurant,,,,,,Point,-87.6415361,41.8674796,node/10045011967,Chicago,554,60607,IL,West Roosevelt Road,,,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10045011972,restaurant,,Mimi’s Tacos & French Fries,,,,,,Point,-87.6420055,41.8675973,node/10045011972,Chicago,,60607,IL,South Jefferson Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10046181054,restaurant,,Summer House Santa Monica,,,,,,Point,-87.9054561,41.9766579,node/10046181054,,,,,,,,,yes,25-12-2025,Mo-Su 06:30-20:00,no,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,yes,,,1,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10052778453,restaurant,,Dragon Bowl,,,,,,Point,-87.6325479,41.838425,node/10052778453,Chicago,220,60616,IL,West 31st Street,,,chinese,,,,,-3248,https://dragonbowl-chicago.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10061549413,restaurant,,Jerez,,,,,,Point,-87.7279003,41.9684499,node/10061549413,Chicago,4803,60630,IL,North Pulaski Road,,,mexican,,,,,+1 773 463 4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10061549416,restaurant,,Mayflower,,,,,,Point,-87.7288675,41.9768167,node/10061549416,Chicago,5240,60630,IL,North Pulaski Road,,,chinese,,,Mo-Su 11:00-22:00,,17738662868,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10066974929,restaurant,,El Mariachi Tequila Bar & Grill,,,,,,Point,-87.6498559,41.9530277,node/10066974929,Chicago,3906,60613,IL,North Broadway,,,mexican,,29-09-2023,Mo-Th 16:00-23:00; Sa 10:00-00:00; Su 10:00-22:00,,+1 773 549 2932,https://www.elmariachitequilabar.com/,,,,yes,,,,,,,,,,,,,Jorge@mariachihospitalitygroup.com,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,+1 773 549 1990,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10068085447,restaurant,,Sushi World,,,,,,Point,-87.7125119,41.9951859,node/10068085447,Chicago,6251,60659,IL,North McCormick Road,,,sushi,,,,,+1 773 977 7189,http://sushiworldchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10073933786,restaurant,,Beggars Pizza,,,,,,Point,-87.5863477,41.7476591,node/10073933786,Chicago,8100,60617,IL,South Stony Island Avenue,Beggars Pizza,Q113946029,pizza,,,,,,https://www.beggarspizza.com/locations/chicago-stony-island,,Chicago Stony Island,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10073956274,restaurant,,Beggars Pizza,,,,,,Point,-87.643252,41.7063587,node/10073956274,Chicago,10314,60628,IL,South Halsted Street,Beggars Pizza,Q113946029,pizza,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10073956279,restaurant,,Beggars Pizza,,,,,,Point,-87.5921301,41.8102082,node/10073956279,Chicago,1400,60653,IL,East 47th Street,Beggars Pizza,Q113946029,pizza,,,,,,,,,,,,,,,,F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10080657722,restaurant,,Amici - Chicago,,,,,,Point,-87.6498295,41.9537142,node/10080657722,Chicago,3933,60613,IL,North Broadway,,,,,29-09-2023,Tu-Su 11:00-20:00,,-10168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10080657724,restaurant,,Nano Ramen and Sushi,,,,,,Point,-87.6500994,41.9544579,node/10080657724,Chicago,3955,60613,IL,North Broadway,,,sushi;ramen,,01-10-2023,Mo-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00,,+1 773 525 6266,https://nanosushichicago.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10080660395,restaurant,,Kunafa Nabulsia,,,,,,Point,-87.7279358,41.9593779,node/10080660395,Chicago,4304,60641,IL,North Pulaski Road,,,moroccan;mediterranean,,,10:00-23:00,,+1 773-628-7704,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10081066414,restaurant,,Ambar,,,,,,Point,-87.631462,41.8949906,node/10081066414,,700,,,North Clark Street,,,balkan,,08-09-2025,,,,https://ambarrestaurant.com,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10089743231,restaurant,,Hadramout Restaurant,,,,,,Point,-87.7072509,41.9977241,node/10089743231,Chicago,3100,60659,IL,West Devon Avenue,,,yemeni;middle_eastern;mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10093728942,cafe,,Pancake Cafe,,,,,,Point,-87.6494706,41.9513404,node/10093728942,Chicago,3805,60613,IL,North Broadway,Pancake Cafe,,brunch;pancake;crepe;empanada;waffle,,29-09-2023,Mo-Th 08:00-15:00; Fr-Su 08:00-15:00,no,+1 773 270 5301,,,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10094467261,restaurant,,Mayfair Restaurant,,,,,,Point,-87.7404807,41.9680051,node/10094467261,Chicago,4461,60630,IL,West Lawrence Avenue,,,breakfast;mexican;ecuadorian,,,,,+1 773 685 6040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
