type,properties/@id,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/amenity,properties/created_by,properties/addr:state,properties/ele,properties/gnis:feature_id,properties/brand,properties/brand:wikidata,properties/cuisine,properties/opening_hours,properties/takeaway,properties/addr:city,properties/addr:housenumber,properties/addr:province,properties/addr:street,properties/brand:wikipedia,properties/diet:vegan,properties/diet:vegetarian,properties/indoor_seating,properties/official_name,properties/outdoor_seating,properties/smoking,properties/wheelchair,properties/contact:facebook,properties/contact:instagram,properties/phone,properties/website,properties/website:menu,properties/check_date,properties/source,properties/diet:halal,properties/diet:kosher,properties/addr:postcode,properties/payment:credit_cards,properties/payment:debit_cards,properties/addr:unit,properties/check_date:opening_hours,properties/check_date:smoking,properties/internet_access,properties/internet_access:fee,properties/not:brand:wikidata,properties/email,properties/air_conditioning,properties/delivery,properties/wikidata,properties/alt_name,properties/operator,properties/internet_access:ssid,properties/reservation,properties/contact:yelp,properties/image,properties/changing_table,properties/drive_through,properties/description,properties/height,properties/historic,properties/wikipedia,properties/bar,properties/diet:gluten_free,properties/level,properties/branch,properties/website:en,properties/website:fr,properties/toilets:wheelchair,properties/display,properties/support,properties/visibility,properties/opening_hours:signed,properties/capacity,properties/toilets,properties/brand:en,properties/brand:zh,properties/name:en,properties/name:zh,properties/shop,properties/amenity:bar,properties/payment:cash,properties/stars,properties/addr:floor,properties/toilets:access,properties/internet_access:type,properties/url,properties/indoor,properties/payment:visa,properties/direction,properties/diet:non-vegetarian,properties/note,properties/opening_hours:2025-12-21-,properties/microbrewery,properties/payment:interac,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:coinos,properties/payment:lightning,properties/payment:onchain,properties/survey:date,properties/payment:mastercard,properties/alt_name:en,properties/alt_name:vi,properties/name:vi,properties/source:location,properties/old_name,properties/highchair,properties/designation,properties/drive_in,properties/payment:american_express,properties/payment:cards,properties/payment:coins,properties/payment:contactless,properties/payment:notes,properties/short_name,properties/start_date,properties/diet:organic,properties/natural,properties/addr:country,properties/entrance,properties/payment:lightning_contactless,properties/self_service,properties/check_date:diet:vegetarian,properties/payment:apple_pay,properties/fax,properties/diet:meat,properties/name:ko,properties/bakery,properties/fixme,properties/name:fi,properties/internet,properties/brewery,properties/ref,properties/int_name,properties/diet:dairy_free,properties/diet:paleo,properties/postal_code,properties/payment:alipay,properties/payment:jcb,properties/payment:wechat,properties/contact:website,properties/diet:healthy,properties/diet:local,properties/diet:lactose_free,properties/diet:milk_tea,properties/diet:natural_foods,properties/internet_access:password,properties/opening_hours:drive_through,properties/contact:phone,properties/name:zh-Hans,properties/phone:mnemonic,properties/check_date:internet_access,properties/delivery:partner,properties/diet:chicken,properties/diet:fish,properties/diet:seafood,properties/name:fr,properties/payment:discover_card,properties/payment:visa_debit,properties/cocktails,properties/name:ja,properties/leisure,properties/language:en,properties/language:vi,properties/haunted,properties/office,properties/name:yue,properties/theme,properties/happy_hours,properties/name:yue-Hant,properties/diet:pescetarian,properties/television,properties/name:zh-Hant,properties/contact:email,properties/takeaway:covid19,properties/faces,properties/opening_hours:covid19,properties/payment:app,properties/panoramax,properties/panoramax:0,properties/panoramax:1,properties/panoramax:2,properties/toilets:fee,properties/toilets:gender_segregated,properties/toilets:wheelchair:grab_rail:foldable:left,properties/toilets:wheelchair:grab_rail:left,properties/toilets:wheelchair:grab_rail:right,properties/website:orders,properties/name:de,properties/disused:cuisine,properties/craft,properties/rooms,properties/addr:suite,properties/description:en,properties/payment:google_pay,properties/payment:square_pay,properties/pizza:style,properties/karaoke,properties/diet:omnivore,properties/building,properties/note:address_buildingnumber,properties/toilets:menstrual_products,properties/check:date,properties/drink:bubble_tea,properties/was:name,properties/drink:beer,properties/drink:coffee,properties/drink:tea,properties/drink:wine,properties/drink:espresso,properties/takeaway:website,properties/level:ref,properties/contact:youtube,properties/phone:tollfree
Feature,node/11079551205,Timbertrain Coffee Roasters - Depot,,Point,-123.0743127,49.2798134,node/11079551205,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11079552905,"Pallet Coffee Roasters HQ, Cafe + Roastery",,Point,-123.095911,49.2841849,node/11079552905,cafe,,,,,,,coffee_shop,Mo-Fr 08:00-15:00,,Vancouver,395,BC,Alexander Street,,,,,,no,,no,,,16043369422,https://palletcoffeeroasters.com/,,13-12-2025,,,,,yes,yes,,,,wlan,customers,,,,,,,,PalletGuest,,,,,,,,,,,,0,,,,,,,,,,yes,,,,,,,yes,,1F,customers,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11079564705,Vancouver Christmas Market,attraction,Point,-123.1173908,49.2896416,node/11079564705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11079572105,L'Abattoir,,Point,-123.1044563,49.2833101,node/11079572105,restaurant,,,,,,,,,,Vancouver,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11090665481,B House,,Point,-123.0695041,49.2644607,node/11090665481,restaurant,,,,,,,,Mo-Fr 11:30-22:00; Sa 10:00-22:00; Su 10:00-21:00,,,2270,,Commercial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11092540605,Baroness Bubble Tea,,Point,-123.134927,49.2916503,node/11092540605,cafe,,,,,,,,09:00-12:00,yes,,,,,,,,,,no,,,,,-10974,https://www.baronesscanada.com/,,,,,,,,,,,,wlan,yes,,,,,,,,Baroness Guest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-06-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11113272727,Namiya,,Point,-123.134421,49.2637157,node/11113272727,restaurant,,,,,,,sushi,Mo-Fr 11:00-21:30; Sa 12:00-21:30,,Vancouver,1333,BC,West Broadway,,,,,,,,,,,-4893,https://namiya.ca/,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11128558681,Handi Grill,,Point,-123.184204,49.2641894,node/11128558681,restaurant,,,,,,,,Mo-Su 11:30-22:30,,Vancouver,3618,BC,West Broadway,,,,,,,,,,,-4527,,,,,,,V6R 2B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11141972840,Pepino's,,Point,-123.0706037,49.2788768,node/11141972840,restaurant,,,,,,,italian,17:00-22:00,yes,,631,,Commercial Drive,,,,,,,,,,https://www.instagram.com/pepinosspaghettihouse/?hl=en,-6490,https://pepinos.ca/,,,,,,,,,,,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick's Spaghetti House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11169962529,Billy Button Dessert,,Point,-123.089762,49.2532641,node/11169962529,restaurant,,,,,,,dessert,,,Vancouver,3568,BC,Fraser Street,,,,,,,,,,,-2011,https://www.billybuttondessert.com/,,,,,,V5V 4C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11170135846,Kilimanjaro Snack House,,Point,-123.087543,49.2558104,node/11170135846,restaurant,,,,,,,,,,Vancouver,789,BC,Kingsway,,,,,,,,,,,-8212,https://www.kilisnackhouse.com/,,,,,,V5V 3C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11175395085,Icy Bar,,Point,-123.1401971,49.211293,node/11175395085,restaurant,,,,,,,dessert,,,Vancouver,8278,BC,Granville Street,,,,yes,,no,,,,,,,,,,,,V6P 4Z4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11182190770,Hyderabad Biryani House,,Point,-123.090905,49.2279743,node/11182190770,restaurant,,,,,,,,,,Vancouver,6231,BC,Fraser Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11182190771,Dosa Corner,,Point,-123.0908986,49.2285422,node/11182190771,restaurant,,,,,,,,,,Vancouver,6181,BC,Fraser Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11182190772,Pizza Carano,,Point,-123.0904299,49.2472143,node/11182190772,restaurant,,,,,,,,,,Vancouver,4241,BC,Fraser Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11187231737,Bellagios Pizza,,Point,-122.477438,45.6198925,node/11187231737,restaurant,,,,,,,italian_pizza,Su-Th 11:00-20:00; Fr-Sa 11:00-21:00,,,322,,Southeast 192nd Avenue,,,,,,,,,,,,,,,,,,98683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11191198528,Sooyo Cafe,,Point,-123.0365162,49.2754999,node/11191198528,cafe,,,,,,,,Tu-Su 09:00-16:30; Mo 10:00-14:00,,Vancouver,985,BC,Windermere Street,,,,,,yes,,,,,,https://sooyocafe.square.site/,,,,,,V5K 2V4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11195044945,Kokomo,,Point,-123.0682177,49.2538705,node/11195044945,restaurant,,,,,,,,Mo-Fr 11:00-19:00; Sa-Su 11:00-18:00,,Vancouver,3435,BC,Commercial Street,,only,,,,,,,heykokomo,heykokomo,-7630,https://heykokomo.ca/,,,,,,V5N 4E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11198601171,C4U Cafe,,Point,-123.1254132,49.2819068,node/11198601171,cafe,,,,,,,,"Mo-Fr 07:00-20:00, Sa 08:00-18:00, Su 09:00-18:00",,Vancouver,,BC,Burrard Street,,yes,yes,yes,,no,no,yes,,,,,,,,no,no,,yes,yes,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11206059291,La Cantina de Don Porfirio,,Point,-123.101635,49.2638233,node/11206059291,restaurant,,,,,,,mexican,,,Vancouver,151,BC,East 8th Avenue,,,,,,,,,,,-2295,https://lacantinadedonporfiriobc.com/,,24-02-2024,,,,V5T 1R8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-12-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11234702028,El Gaucho Vancouver,,Point,-122.6777774,45.6232445,node/11234702028,restaurant,,WA,,,,,steak_house,,,Vancouver,510,,Waterfront Way,,,,,,,,,,,-9943,https://elgaucho.com/vancouver/,,,,,,98660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11234702029,13 Coins Vancouver,,Point,-122.677614,45.6235527,node/11234702029,restaurant,,WA,,,,,american,Su-Th 7:00-23:00; Fr-Sa 7:00-2:00,,Vancouver,511,,West Columbia Way,,yes,yes,,,,,,,,-5365,https://www.13coins.com/,,,,,,98660,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11244899436,Zac Zac,,Point,-123.1187668,49.2804298,node/11244899436,restaurant,,,,,,,,Mo-Sa 11:00-19:25,,,,,,,,,yes,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11251517779,Oidé Coffee,,Point,-123.1402111,49.269559,node/11251517779,cafe,,,,,,,coffee_shop,,,,1548,,West 2nd Avenue,,,,,,,,,,oidecoffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11255930054,Gong Cha,,Point,-123.0450875,49.2593284,node/11255930054,cafe,,,,,Gong Cha,Q5581670,bubble_tea,,yes,,,,,,,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貢茶,,貢茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gong Cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11256040141,Soy Grill Teriyaki,,Point,-122.4796418,45.6161177,node/11256040141,restaurant,,WA,,,,,,Mo-Fr 10:30-20:30; Sa 11:00-20:30,,Vancouver,18919,,Southeast Mill Plain Boulevard,,,,,,,,,,,-5204,,,,,,,98683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11263460462,Kev's Épicerie,,Point,-123.137944,49.289981,node/11263460462,restaurant,,,,,,,,"Mo-Fr 07:30-22:00+; Sa,Su 09:00-22:00+",,,,,,,,yes,yes,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11278548786,Tavola,,Point,-123.135764,49.2918283,node/11278548786,restaurant,,,,,,,italian,,,Vancouver,1829,BC,Robson Street,,,,yes,,yes,,,,,-5889,https://tavolavancouver.com/,,,,,,V6G 1E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11289344991,7 Restaurant,,Point,-122.6714264,45.6282713,node/11289344991,restaurant,,WA,,,,,,,,Vancouver,905,,Main Street,,,,,,,,,,,-10008,,,,,,,98660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11291513796,JJ Dosai,,Point,-123.0900425,49.2459927,node/11291513796,restaurant,,,,,,,indian,,,Vancouver,4354,BC,Fraser Street,,,,,,,,,,,+1 604-873-9263,https://jjdosai.com/,,,,,,V5V 4G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11292444959,Pho Ever,,Point,-123.14018,49.2116452,node/11292444959,restaurant,,,,,,,vietnamese,Mo-Su 11:00-21:00,,Vancouver,8178,BC,Granville Street,,,,,,,,,,,-9543,https://pho-ever.ca/,,,,,,V6P 4Z4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11292457070,Il Nido Italian Restaurant,,Point,-123.124156,49.2846388,node/11292457070,restaurant,,,,,,,italian,"Mo-Sa 17:30-21:00,11:30-14:00",,Vancouver,780,BC,Thurlow Street,,,,yes,,yes,no,,,,,https://www.ilnido.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11293678591,Tim Hortons,,Point,-123.027935,49.2808038,node/11293678591,cafe,,,,,Tim Hortons,Q175106,coffee_shop,Mo-Su 06:00-20:00,yes,Vancouver,3502,BC,East Hastings Street,,,,,,,,,,,-5190,https://locations.timhortons.ca/en/bc/vancouver/3502-east-hastings-st/,,,,,,V5K 2A7,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11299026195,Wok&Wings,,Point,-123.104743,49.2631428,node/11299026195,restaurant,,,,,,,,,,,1,,East Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11316356670,Shilla Korean,,Point,-123.083042,49.2537296,node/11316356670,restaurant,,,,,,,korean,Mo-Su 11:00-23:00,,Vancouver,1031,BC,Kingsway,,,,,,,,,,,-2997,https://shillakorean.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11322983748,Gastronomy Gastown,,Point,-123.1028456,49.2822268,node/11322983748,restaurant,,,,,,,,,,Vancouver,62,BC,East Cordova Street,,,,,,,,,,,,https://www.gastronomygastown.com/,,,,,,V6A 4G8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11335000744,Romilano Pizza,,Point,-123.0444696,49.2700844,node/11335000744,restaurant,,,,,,,pizza,,,Vancouver,1637,BC,Renfrew Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11335043196,Circus Play Cafe,,Point,-123.07392,49.2811256,node/11335043196,cafe,,,,,,,,,,Vancouver,1502,BC,East Hastings Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11337008915,Keumsan Korean Restaurant,,Point,-123.140708,49.2108294,node/11337008915,restaurant,,,,,,,korean,,,Vancouver,8363,BC,Granville Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11342321739,Sonder at Revival,hotel,Point,-123.138761,49.2884423,node/11342321739,,,,,,Sonder,Q96419376,,,,Vancouver,1771,BC,Comox Street,,,,,,,,,,,-7882,https://www.sonder.com/en-ca/destinations/vancouver/VAN-COMO1771-329/c31094?sleeps=1,,,,,,,,,,,,wlan,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
