type,properties/@id,properties/created_by,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/natural,properties/amenity,properties/cuisine,properties/phone,properties/website,properties/wheelchair,properties/historic,properties/ref:nz:heritage,properties/wikidata,properties/addr:city,properties/addr:country,properties/addr:housenumber,properties/addr:street,properties/addr:suburb,properties/name:mi,properties/diet:vegan,properties/internet_access,properties/opening_hours,properties/description,properties/ref:linz:address_id,properties/brand,properties/brand:wikidata,properties/name:zh,properties/shop,properties/source,properties/brand:wikipedia,properties/start_date,properties/outdoor_seating,properties/email,properties/addr:postcode,properties/level,properties/building:flats,properties/contact:facebook,properties/contact:instagram,properties/self_service,properties/website:menu,properties/man_made,properties/check_date,properties/wifi,properties/diet:halal,properties/branch,properties/bar,properties/reservation,properties/official_name,properties/takeaway,properties/check_date:internet_access,properties/old_name,properties/check_date:currency:XBT,properties/currency:XBT,properties/facebook,properties/payment:onchain,properties/note,properties/internet_access:fee,properties/smoking,properties/operator,properties/name:en,properties/addr:housename,properties/diet:kosher,properties/payment:credit_cards,properties/payment:debit_cards,properties/fixme,properties/check_date:opening_hours,properties/air_conditioning,properties/toilets,properties/stars,properties/alt_name,properties/name:mk,properties/opening_hours:signed,properties/name:ja,properties/mobile,properties/contact:website,properties/diet:gluten_free,properties/diet:vegetarian,properties/attraction,properties/craft,properties/addr:district,properties/contact:tripadvisor,properties/contact:yelp,properties/contact:email,properties/opening_hours:kitchen,properties/payment:cards,properties/payment:cash,properties/delivery,properties/source:location,properties/survey:date,properties/capacity,properties/brewery,properties/changing_table,properties/indoor_seating,properties/brand:en,properties/brand:zh,properties/addr:neighbourhood,properties/surveillance,properties/opening_hours:covid19,properties/diet:lactose_free,properties/internet_access:ssid,properties/opening_hours:rubbish,properties/payment:coins,properties/payment:mastercard,properties/payment:notes,properties/payment:visa,properties/payment:eftpos,properties/disused,properties/contact:phone,properties/contact:webchat,properties/highchair,properties/toilets:access,properties/addr:hamlet,properties/check_date:currency,properties/payment:lightning,properties/payment:lightning_contactless,properties/dog,properties/not:brand:wikidata,properties/name:de,properties/cafe,properties/contact:twitter,properties/name:ko,properties/toilets:wheelchair,properties/payment:nfc_mobile_payments,properties/addr:floor,properties/diet:mediterranean,properties/diet:seafood,properties/microbrewery,properties/payment:apple_pay,properties/payment:google_pay,properties/addr:unit,properties/is_in,properties/ref,properties/source:opening_hours,properties/name:zh-hant,properties/name:nl,properties/name:ru,properties/name:ar,properties/min_age,properties/rooms,properties/operator:type,properties/operator:wikidata,properties/int_name,properties/contact:pinterest,properties/check_date:diet:gluten_free,properties/check_date:diet:vegan,properties/check_date:diet:vegetarian,properties/changing_table:location,properties/nohousenumber,properties/diet:meat,properties/diet:non-vegetarian,properties/diet:pescetarian,properties/kids_area,properties/payment:qr_code,properties/access,properties/ruins,properties/brand:ja,properties/railway,properties/theme,properties/contact:zomato,properties/contact:foursquare,properties/payment:contactless,properties/payment:cryptocurrencies,properties/payment:electronic_purses,properties/payment:maestro,properties/payment:visa_debit,properties/payment:visa_electron,properties/barrier,properties/leisure,properties/sport,properties/disused:amenity,properties/disused:shop,properties/drive_through,properties/payment:account_cards,properties/payment:app,properties/contact:tiktok,properties/contact:youtube,properties/opening_hours:url,properties/happy_hours,properties/short_name
Feature,node/12293249594,,Enchanted Cafe,,Point,174.5578919,-36.7766477,node/12293249594,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12330033401,,Sozo Coffee House,,Point,174.6385936,-36.9222149,node/12330033401,,cafe,,,https://sozocoffee.co.nz,,,,,,,1,Shetland Street,,,,,Mo-Fr 06:00-15:30; Sa 07:00-15:00,,,,,,,,,,,,0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12333520328,,Waiheke Wings,attraction,Point,175.0841108,-36.8120015,node/12333520328,,,,,https://waihekewings.co.nz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12333936832,,米湘阁 Mission Garden,,Point,174.6933874,-36.7438712,node/12333936832,,restaurant,chinese,+64 9 280 1533,https://missiongarden.nz/,,,,,,,,,,,,,Mo-Su 11:00-21:00,,,,,米湘阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mission Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12338810534,,Hudsons Coffee,,Point,174.7902398,-37.0068032,node/12338810534,,cafe,coffee_shop,,,limited,,,,,,,,,,yes,,Mo-Su 05:00-20:00,,,Hudsons Coffee,Q5929076,,,,,,no,,,1,,,,,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12363390679,,Moto Sushi and Cafe,,Point,174.6280638,-36.8696858,node/12363390679,,restaurant,sushi,,,,,,,Auckland,,,Lincoln Road,Henderson,,,,,,,,,,,,,,,,0610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12363390682,,Chapati Indian Restaurant,,Point,174.6281035,-36.8693755,node/12363390682,,restaurant,indian,,,,,,,Auckland,,,Lincoln Road,Henderson,,,,,,,,,,,,,,,,0610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12373527426,,Dosa Corner,,Point,174.764757,-36.8520401,node/12373527426,,restaurant,indian,,,,,,,Auckland,,57,Lorne Street,Auckland Central,,yes,,Mo-Sa 11:00-19:00,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12373539822,,Choolaah Indian Takeaway,,Point,174.7647417,-36.8520593,node/12373539822,,restaurant,indian,,,,,,,Auckland,,1,Rutland Street,Auckland Central,,,,Mo-Fr 11:00-19:00; Sa 12:00-19:00,,,,,,,,,,yes,,1010,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,no,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12374901027,,Waiheke Punga Lodge,hotel,Point,175.0216064,-36.7865868,node/12374901027,,,,,http://www.pungalodge.co.nz/,,,,,,,233,Ocean View Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12377246413,,Cha Bliss,,Point,174.7797303,-36.8545477,node/12377246413,,cafe,tes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12385569777,,Ora,,Point,174.7690742,-36.8523197,node/12385569777,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12387761354,,Totara Park Cafe,,Point,174.9123031,-37.0027005,node/12387761354,,cafe,,09 267 6979,https://www.beaufords.co.nz/totaraparkcafe,,,,,,,90R,Wairere Road,,,,,Tu-Fr 09:00-15:00; Sa-Su 08:30-15:00,,,,,,,,,,,,2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12388944566,,St Pierre's Sushi,,Point,174.9032224,-37.1988854,node/12388944566,,restaurant,sushi,,,,,,,,,,,,,,,,,,St Pierre's Sushi,Q111018464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12423418412,,Aachen House Boutique Hotel,hotel,Point,174.7875312,-36.8805932,node/12423418412,,,,+64 21 588 693,https://aachenhouse.co.nz,,,,,,,,,,,,yes,,,,,,,,,,,,booking@aachenhouse.co.nz,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12427676573,,The Peoples Barista,,Point,174.7630014,-36.8475541,node/12427676573,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12434666915,,Moe Palae - Myanmar ( မြန်မာစားသောက်ဆိုင်  Halal),,Point,174.6532281,-36.8998697,node/12434666915,,restaurant,asian;burmese,+6496501026,,,,,,Auckland,,1/4161,Great North Road,Glen Eden,,,,"Mo,We-Su 10:00-15:30,17:30-20:00",,,,,,,,,,,info@nzmmtrading.co.nz,0602,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/NZMMTRADING,,
Feature,node/12445435113,,Boishakhi,,Point,174.6296396,-36.8554799,node/12445435113,,restaurant,bangalideshi,+64 9 600 1072,https://boishakhi.co.nz/,,,,,Auckland,,Unit H,254 Lincoln Road,Henderson,,,,"Tu-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00",,,,,,,,,,,info@boishakhi.co.nz,,,,https://www.facebook.com/profile.php?id=61562724352019,boishakhinz,,https://boishakhi.co.nz/our-menus/,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12446785543,,Farm House Cafe,,Point,175.0200111,-37.0248798,node/12446785543,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12450358664,,Eden Noodles,,Point,174.6307352,-36.8528698,node/12450358664,,restaurant,noodle;chinese,,http://edennoodles.nz/,yes,,,,Auckland,,2A/301,Lincoln Road,Henderson,,,,Mo-Su 11:00-21:00,,,,,四川拉拉面,,,,,,,,,,https://www.facebook.com/profile.php?id=100064053401678,https://www.instagram.com/edennoodlescity,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,yes,,,,,,+64 27 305 4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12457312436,,Kothu Kadai,,Point,174.742133,-36.9039731,node/12457312436,,restaurant,sri_lankan,+64 9 620 0668,https://kothukadaimountroskill.co.nz,,,,,Auckland,,1270,Dominion Road,Mount Roskill,,,,"Sa-Su 12:00-22:00, Tu-Fr 12:00-14:30, Tu-Th 16:30-22:00, Fr 16:30-21:00",,,,,,,,,,,,1041,,,,,,https://www.ordermeal.co.nz/kothu-kadai/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12458011544,,Sam's Kitchen,,Point,174.7623993,-36.8564875,node/12458011544,,restaurant,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12458276838,,Cafe Cinco,,Point,174.7642697,-36.8518884,node/12458276838,,cafe,coffee_shop,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12461831353,,Albasha Restaurant,,Point,174.7419922,-36.90428,node/12461831353,,restaurant,middle_eastern,+64 22 883 0520,,,,,,Auckland,,1276,Dominion Road,Mount Roskill,,,,Mo-Th 15:00-22:00; Fr 15:00-23:00; Sa 11:30-24:00; Su 11:30-23:00,,,,,,,,,,,,1041,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12461844980,,Delicious House,,Point,174.7419817,-36.9043227,node/12461844980,,restaurant,asian,,,,,,,Auckland,,1278,Dominion Road,Mount Roskill,,,,Mo-Su 10:30-23:00,,,,,,,,,,,,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12461883189,,Boba & Chill,,Point,174.7421462,-36.9038788,node/12461883189,,cafe,bubble_tea,,,,,,,Auckland,,1266,Dominion Road,Mount Roskill,,,,"Mo-Fr 09:00-20:00, Sa-Su 10:00-20:00",,,,,,,,,,,,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12461973610,,Retro Espresso,,Point,174.7919006,-37.0061311,node/12461973610,,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12472715790,,Eden Noodles,,Point,174.7466667,-36.8568609,node/12472715790,,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12477372499,,Navat Uyghur Cuisine,,Point,174.7137185,-36.7316757,node/12477372499,,restaurant,,+64 9 200 4545,https://www.navat.co.nz,,,,,Auckland,,1/8,Oracle Drive,Albany,,,,"Mo-Th 11:30-15:00, Mo-Fr 17:00-22:00; Sa,Su 11:30-22:00",,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12477453052,,Presshouse Cafe,,Point,174.7079991,-36.7292648,node/12477453052,,cafe,,+64 9 925 9200,,,,,,Albany,,219,Don McKinnon Drive,Albany,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,Mahmoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12477453060,,Kebab Serai,,Point,174.7235932,-36.8114842,node/12477453060,,restaurant,,+64 9 419 5650,https://kebabseraibirkenhead.co.nz,,,,,Auckalnd,,31,Mokoia Road,Birkenhead,,,,"Mo,We-Sa 11:00-21:00; Su 16:00-21:00",,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,Feroze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391001,,Spicy House - Chinese Food,,Point,174.9318425,-36.8947374,node/12487391001,,restaurant,asian;chinese,+64 9 532 8368,,,,,,,,4/87,Picton Street,,,,,"Mo, We-Fr 10:30-14:30, 16:30-22:00",,,,,,,,,,,,,,,https://www.facebook.com/SpicyHouse557,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+64 21 396 328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391002,,Aunty Lee's Sushi,,Point,174.9319833,-36.8948016,node/12487391002,,cafe,,+64 9 533 0089,,,,,,,,,Central Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391019,,Revival,attraction,Point,174.807338,-36.8972256,node/12487391019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391030,,Eat Indian,,Point,174.7381414,-36.7670305,node/12487391030,,restaurant,,+64 9 443 6774,,,,,,,,27-29,Link Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391709,,Kayle Manila,,Point,174.8538188,-36.8993872,node/12487391709,,restaurant,filipino,+64 9 217 3590,https://kalyemanila.co.nz,,,,,,,68,Queens Road,,,,,"Mo-Su 11:00-14:30,17:00-21:00",,,,,,,,,,,,,,,,,,https://kalyemanila.co.nz/menu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391711,,The Citrus - Sri Lankan cuisine,,Point,174.8535909,-36.8993746,node/12487391711,,restaurant,asian,,,,,,,,,,Queens Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391712,,Peach's Hot Chicken,,Point,174.8517484,-36.8988256,node/12487391712,,restaurant,,,,,,,,,,2,Queens Road,,,,,We-Th 11:30-21:00; Fr 11:30-22:00; Su 11:00-21:00; Sa 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391718,,i8 Eatery,,Point,174.7779673,-36.870335,node/12487391718,,restaurant,,,,,,,,,,17 a,Remuera Road,,,,,Mo-Sa 11:00-00:00; Su 11:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391803,,Village Wholefoods Cafe,,Point,174.931892,-36.8948136,node/12487391803,,cafe,,,,,,,,,,,Central Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391904,,Wangsibi -Traditional Korean,,Point,174.8538716,-36.8992405,node/12487391904,,restaurant,,,,,,,,,,,Pilkington Road,,,,,Tu-Sa 11:30-20:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487391913,,Mr Katsu,,Point,174.7998176,-36.9700298,node/12487391913,,restaurant,sushi,+64 9 273 9366,,,,,,,,,Mangere Town Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487392005,,Folletto caffe,,Point,174.7655934,-36.852385,node/12487392005,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487392505,,Breaktime,,Point,174.7667841,-36.8535438,node/12487392505,,cafe,,,,,,,,,,,Hikuwai Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487495803,,Temptation Indian Cuisine,,Point,174.7822967,-36.8583801,node/12487495803,,restaurant,indian,+64 9 300 6072,https://temptationindiancuisine.co.nz,,,,,,,379,Parnell Road,,,,,,,,Temptation Indian Cuisine,,,,,,,,,,,,,,,,,,,,Parnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487495806,,Dundale's Fusion Fijian Cafe & Eatery,,Point,174.7159903,-36.9137565,node/12487495806,,cafe,,+64 9 627 9000,https://www.dundalecafe.co.nz,,,,,,,97,Dundale Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
