type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:state,properties/heritage:operator,properties/historic,properties/is_in:city,properties/is_in:country,properties/is_in:country_code,properties/is_in:iso_3166_2,properties/is_in:state,properties/name,properties/name:ar,properties/name:bg,properties/name:bn,properties/name:en,properties/name:hi,properties/name:ja,properties/name:ka,properties/name:ml,properties/name:or,properties/name:ru,properties/name:ta,properties/name:th,properties/name:uk,properties/name:zh,properties/ref:whc,properties/start_date,properties/tourism,properties/whc:criteria,properties/whc:inscription_date,properties/wikidata,properties/wikipedia:en,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/access,properties/common_name:en,properties/name:de,properties/name:fr,properties/name:it,properties/opening_hours,properties/wikipedia,properties/castle_type,properties/addr:postcode,properties/breakfast,properties/check_date,properties/internet_access,properties/internet_access:fee,properties/swimming_pool,properties/website,properties/amenity,properties/diet:vegetarian,properties/addr:housenumber,properties/addr:street,properties/stars,properties/addr:full,properties/email,properties/phone,properties/postal_code,properties/source,properties/smoking,properties/wheelchair,properties/beds,properties/rooms,properties/designation,properties/addr:housename,properties/alt_name,properties/cuisine,properties/url,properties/addr:district,properties/description,properties/phone2,properties/capacity,properties/takeaway,properties/payment:credit_cards,properties/payment:debit_cards,properties/brand,properties/brand:wikidata,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/level,properties/operator,properties/brand:wikipedia,properties/name:ko,properties/int_name,properties/delivery,properties/outdoor_seating,properties/diet:vegan,properties/inscription,properties/addr:unit,properties/name:hu,properties/name:pt,properties/air_conditioning,properties/fax,properties/payment:cash,properties/payment:contactless,properties/short_name,properties/contact:email,properties/opening_hours:covid19,properties/addr:floor,properties/not:name,properties/parking,properties/addr:locality,properties/shop,properties/brand:pa,properties/brand:ur,properties/name:pa,properties/name:ur,properties/official_name,properties/official_name:pa,properties/official_name:ur,properties/entrance,properties/highchair,properties/website:menu,properties/drive_through,properties/payment:cards,properties/payment:mobile_phone,properties/payment:upi,properties/contact:phone,properties/reservation,properties/toilets,properties/toilets:access,properties/addr:place,properties/mobile,properties/branch,properties/payment:google_pay,properties/payment:mastercard,properties/payment:phonepe,properties/payment:visa,properties/payment:zomato_pay,properties/price,properties/type,properties/disused,properties/brewery,properties/changing_table,properties/microbrewery,properties/bar,properties/building:levels,properties/name:mr,properties/fee
Feature,node/6254109685,,,,,,,,,,,,,,,Shree Khandelwal Pavitra Bhojanalaya (2nd floor),,,,,,,,,,,,,,,,,,Point,75.840143,26.9455632,node/6254109685,,,,,,Mo-Su 10:00-23:00,,,,,,,,,,restaurant,,,Jamwa Ramgarh Road,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6255764985,,,,,,,,,,,,,,,Café coffee day,,,,,,,,,,,,,,,,,,Point,75.8502464,26.9865438,node/6255764985,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6255765085,,,,,,,,,,,,,,,Café coffee day,,,,,,,,,,,,,,,,,,Point,75.8268257,26.9237416,node/6255765085,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6262869885,,,,,,,,,,,,,,,Marky Momos,,,,,,,,,,,,,,,,,,Point,75.8276354,26.9263484,node/6262869885,,,,,,,,,,,,,,,https://www.markymomos.in/,restaurant,,97,Hawa Mahal Road,,,,+919783640555,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6296110786,,,,,,,,,,,,,,,Treebo The Anchorage,,,,,,,,,,,,,hotel,,,,,Point,75.8042474,26.8466795,node/6296110786,,,,,,,,,,,,,,,,,,,,,,,+911414917927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6339283185,,,,,,,,,,,Hotel Kalyan,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7959052,26.9161385,node/6339283185,,,,,,24/7,,,302001,,,wlan,,,https://www.hotelkalyan.com,,,59 hathroi fort,Hari Kisham Somani Marg,,,hotelkalyan@yahoo.co.in,9314501591,,,,,,,,,,,,,,,,,,,,,,,,,Manoj Gupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6423071085,,,,,,,,,,,"Hotel vacation , Jaipur",,,,Hotel Vacation,,,,,,,,,,,,,hotel,,,,,Point,75.8421388,26.9462314,node/6423071085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6477759985,,,,,,,,,,,dasaprakash,,,,dasaprakash,,,,,,,,,,,,,,,,,,Point,75.8080015,26.9163003,node/6477759985,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6479937688,,,,,,,,,,,Shri Krishna Restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.7883111,26.9242783,node/6479937688,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,"Indian restaurant (meal 60-120R, chapati 6R, thali 80-140R)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6509321886,,,,,,,,,,,Atithiya,,,,,,,,,,,,,,,,,,,,,,Point,75.7909073,26.9253797,node/6509321886,,,,,,,,,302016,,,,,,,restaurant,,,Kabir Marg,,,atithiyacafe@gmail.com,8290405434,,,,,,,,,,italian_pizza;pasta;asian;italian;indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6631001786,,,,,,,,,,,"M.M khan Hostel ,Jaipur",,,,M. M. Khan Hotel,,,,,,,,,,,,,hotel,,,,,Point,75.8404544,26.9469046,node/6631001786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6690847792,Jaipur,IN,,,,,,,,,"Trident Hotel , Jaipur",,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8429925,26.9569767,node/6690847792,,,,,,,,,302002,,,yes,no,,https://www.tridenthotels.com/hotels-in-jaipur,,,,Amer Road,5,,,+91 141 267 0101,,,,,,,,,,,,,,,,,,,Trident Hotels,,,,,,,,,,,,,,,,,yes,+91 141 267 0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6698927886,,,,,,,,,,,,,,,Gypsy Monkey,,,,,,,,,,,,,hotel,,,,,Point,75.7985978,26.9227807,node/6698927886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6718124385,,,,,,,,,,,Sahu Ki Chai,,,,,,,,,,,,,,,,,,,,,,Point,75.8213095,26.9183926,node/6718124385,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6728959764,Jaipur,,,,,,,,,,Amul Cafe,,,,,,,,,,,,,,,,,,,,,,Point,75.9233302,26.9347868,node/6728959764,,,,,,,,,302031,,,yes,no,,,cafe,,Amul Cafe,LNM Institute of Information Technology,,,,,,,,,,,,,,coffee_shop;pizza;burger;sandwich;indian,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6728990941,Jaipur,,,,,,,,,,Bazingaa,,,,,,,,,,,,,,,,,,,,,,Point,75.9233219,26.9346954,node/6728990941,,,,,,Mo-Su 09:00-21:00,,,302031,,,,,,,restaurant,,Bazingaa,LNMIIT,,,,,,,,,,,,,,pizza;regional;burger;italian;sandwich;indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6728990942,Jaipur,,,,,,,,,,Food Barn,,,,,,,,,,,,,,,,,,,,,,Point,75.9234112,26.9347409,node/6728990942,,,,,,24/7,,,302031,,,,,,,restaurant,,Food Barn,LNMIIT,,,,,,,,,,,,,,pizza;regional;burger;coffee_shop;indian,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6766661285,,,,,,,,,,,Nibs Restaurant Cafe,,,,,,,,,,,,,,,,,,,,,,Point,75.7943953,26.9024904,node/6766661285,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6781629585,,,,,,,,,,,Hotel Sarang Palace,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7962704,26.9373684,node/6781629585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6815891298,,,,,,,,,,,Amarnath Café,,,,,,,,,,,,,,,,,,,,,,Point,75.8054398,26.8549744,node/6815891298,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6848303186,,,,,,,,,,,,,,,Hot & cold,,,,,,,,,,,,,,,,,,Point,75.8165576,26.9398195,node/6848303186,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6855062887,,,,,,,,,,,,,,,Prime hôtel,,,,,,,,,,,,,hotel,,,,,Point,75.867204,26.9603236,node/6855062887,,,,Prime hôtel,,Mo-Su 06:00-20:00,,,302002,,,wlan,,,,,,"S-1, 2 ,3",Beniwal kanta street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6855397988,,,,,,,,,,,,,,,Mohan Restaurant,,,,,,,,,,,,,,,,,,Point,75.8185448,26.9174489,node/6855397988,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6908274785,,,,,,,,,,,Brown Bites bakes and cafe,,,,,,,,,,,,,,,,,,,,,,Point,75.7943144,26.9053917,node/6908274785,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6968230707,,,,,,,,,,,Kanha Restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.7531462,26.9034635,node/6968230707,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6976031029,,,,,,,,,,,Pizza Hut,,,,,,,,,,,,,,,,,,,,,,Point,75.7433748,26.9112988,node/6976031029,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,pizza,,,,,,,,,Pizza Hut,Q191615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7000754687,,,,,,,,,,,,,,,Barbeque Nation - 1st floor,,,,,,,,,,,,,,,,,,Point,75.8095597,26.9165311,node/7000754687,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7007860485,,,,,,,,,,,Surabhi,,,,,,,,,,,,,,,,,,,,,,Point,75.8313405,26.932025,node/7007860485,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7023771785,,,,,,,,,,,,,,,Barng (Amazing thali only 70 rupees),,,,,,,,,,,,,,,,,,Point,75.8025622,26.9297256,node/7023771785,,,,,,,,,,,,,,,,restaurant,,28,SC Rd,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7030319490,,,,,,,,,,,Aanandam,,,,,,,,,,,,,,,,,,,,,,Point,75.8379353,26.9388107,node/7030319490,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7030319492,,,,,,,,,,,Roma Palace,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.837442,26.9389292,node/7030319492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7030319495,,,,,,,,,,,Four Points By Sheraton,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7955089,26.8647922,node/7030319495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four Points by Sheraton,Q1439966,,,,,,,,,,,,,,,,,,,,Four Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7030319497,,,,,,,,,,,Grab A Coffee,,,,,,,,,,,,,,,,,,,,,,Point,75.7916013,26.8631143,node/7030319497,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7030319501,,,,,,,,,,,Tan-Sukh,,,,,,,,,,,,,,,,,,,,,,Point,75.7966356,26.8645183,node/7030319501,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7041264656,Jaipur,,,,,,,,,,Chanakya,,,,,,,,,,,,,,,,,,,,,,Point,75.7393253,26.8931734,node/7041264656,,,,,,,,,302021,,,,,,,restaurant,,,Chitrakoot Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7041300286,,,,,,,,,,,,,,,Rawat (very good little Dabha),,,,,,,,,,,,,,,,,,Point,75.8753694,26.9932521,node/7041300286,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7041677429,Jaipur,,,,,,,,,,Sankalp,,,,,,,,,,,,,,,,,,,,,,Point,75.7519657,26.8968558,node/7041677429,,,,,,,,,302021,,,,,,,restaurant,,,Prince Road,,,,,,,,,,,,,,south_indian;indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7043495385,,,,,,,,,,,,,,,Gulati Nagari,,,,,,,,,,,,,,,,,,Point,75.7886838,26.929569,node/7043495385,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7046290870,jaipur,,,,,,,,,,Virasat Heritage Restaurant,,,,,विरासत रेस्टोरेंट,,,,,,,,,,,,,,,,,Point,75.7929487,26.899449,node/7046290870,,,,,,,,,,,,,,,,restaurant,,,Sahakar Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7084199742,Jaipur,,,,,,,,,,Chai Chaskaa,,,,,,,,,,,,,,,,,,,,,,Point,75.7342422,26.9011834,node/7084199742,,,,,,,,,302021,,,yes,,,,cafe,,"A-14, Chitrakoot Stadium, Vaishali Nagar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7084199743,Jaipur,,,,,,,,,,Kullad - The Teafe',,,,,,,,,,,,,,,,,,,,,,Point,75.7363862,26.9011858,node/7084199743,,,,,,,,,302021,,,,,,,cafe,,"B-43, Chitrakoot Stadium, Vaishali Nagar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7084199746,,,,,,,,,,,Shree Radhe,,,,,,,,,,,,,,,,,,,,,,Point,75.7358029,26.9016025,node/7084199746,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7084199747,Jaipur,,,,,,,,,,Tempties,,,,,,,,,,,,,,,,,,,,,,Point,75.7364033,26.9004765,node/7084199747,,,,,,,,,302021,,,,,,,cafe,,"C5, Chitrakoot Stadium, Vaishali Nagar",,,,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7084199748,Jaipur,,,,,,,,,,Cafe 48,,,,,,,,,,,,,,,,,,,,,,Point,75.7363985,26.9002805,node/7084199748,,,,,,,,,302021,,,,,,,cafe,,"C13, Chitrakoot Stadium, Vaishali Nagar",,,,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7084199767,,,,,,,,,,,North West Corner,,,,,,,,,,,,,,,,,,,,,,Point,75.7368578,26.9017683,node/7084199767,,,,,,,,,,,,,,,,restaurant,,,,,,,+9186967 77333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7085549777,,,,,,,,,,,The Royal Ship,,,,,,,,,,,,,,,,,,,,,,Point,75.7533318,26.9209197,node/7085549777,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7085550075,,,,,,,,,,,Kebabs & Curries Company,,,,,,,,,,,,,,,,,,,,,,Point,75.7387686,26.8987716,node/7085550075,,,,,,,,,,,,,,,,restaurant,,,Chitrakoot Marg,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7085550081,,,,,,,,,,,Kesar Kanha,,,,,,,,,,,,,,,,,,,,,,Point,75.7385392,26.8991232,node/7085550081,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7086493586,,,,,,,,,,,map Acres,,,,Govindam Retreat,,,,,,,,,,,,,,,,,,Point,75.8252613,26.9289947,node/7086493586,,,,,,,,,,,2024-01-07,,,,,restaurant,yes,,,,"Near GovindTemple, Jalebi Chowk, Badi Chopad, J.D.A. Market, Jaipur",,+91 99299 49258,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7113996999,,,,,,,,,,,,,,,Shikaar Bagh,,,,,,,,,,,,,,,,,,Point,75.8150251,26.8978764,node/7113996999,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7159785285,,,,,,,,,,,Samrat street food,,,,,,,,,,,,,,,,,,,,,,Point,75.822143,26.921071,node/7159785285,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7160138285,,,,,,,,,,,Chokha amer,,,,,,,,,,,,,,,,,,,,,,Point,75.8537705,26.9898771,node/7160138285,,,,,,,,,,,,,,,,restaurant,yes,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7190468085,,,,,,,,,,,Molly Moo,,,,,,,,,,,,,,,,,,,,,,Point,75.8017201,26.9113009,node/7190468085,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7232291585,,,,,,,,,,,Charis cafe,,,,,,,,,,Чарис кафе,,,,,,,,,,,,Point,75.7940823,26.9132795,node/7232291585,,,,,,Mo-Su 09:00-21:00,,,,,,,,,https://charis-cafe-cafe.business.site,cafe,yes,18,Ajmer pulia,,,,+9190251 55906,,,,,,,,,,breakfast;indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7248042885,,,,,,,,,,,,,,,Deststahn - Homemade Desi Food,,,,,,,,,,,,,,,,,,Point,75.7949791,26.9053514,node/7248042885,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7250139186,,,,,,,,,,,"Blue door Cafe  , Jaipur",,,,Blue Door Cafe,,,,,,,,,,,,,,,,,,Point,75.8269278,26.9266184,node/7250139186,,,,Café Veda,,"Su,Sa,Fr,Th,Tu-We,Mo 09:30-22:00",,,302002,,,wlan,,,,restaurant,,,Kabutro ka chowk,,,r@jaipurecovillage.com,+91 97841 04113,,,,,,,,,,indian;international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7252665785,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8294514,26.8861038,node/7252665785,,,Ikaki Niwas,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7272520890,,,,,,,,,,,,,,,GreenApple Homestay,,,,,,,,,,,,,hotel,,,,,Point,75.8304246,26.9312008,node/7272520890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7329285523,Jaipur,,,,,,,,,,Nibana Palace - A Heritage Hotel,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7946107,26.9217554,node/7329285523,,,,,,,,,302001,,,,,,https://nirbanapalace.com,,,"Main D-Villa Building, Khasa Kothi Circle",Mirza Ismail Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reservations@nirbanapalace.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7684763326,Jaipur,,,,,,,,,,The Hungry Owl,,,,,,,,,,,,,,,,,,,,,,Point,75.7691477,26.8487827,node/7684763326,,,,,,Mo-Su 17:00-05:00,,,302020,,,yes,,,,cafe,,94/09,Madhyam Marg,,,,,,,,,,,,,,pizza;coffee_shop;burger;italian;sandwich;chinese;ice_cream;shake,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7811736985,,,,,,,,,,,,,,,OYO Townhouse,,,,,,,,,,,,,hotel,,,,,Point,75.8054946,26.8512395,node/7811736985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7969344386,,,,,,,,,,,Sri Motu Ram Prasadam,,,,,,,,,,,,,,,,,,,,,,Point,75.8024609,26.8436065,node/7969344386,,,,,,,,,,,,,,,,restaurant,,,,,"8th floor, Corporate Tower, Jawahar Circle, Sector 8, Malviya Nagar, Jaipur",,,,,,,,,,,,thali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8037689053,Jaipur,,,,,,,,,,Chokhi Dhani - Tonk Road,,,,,,,,,,,,,,,,,,,,,,Point,75.8361121,26.7675872,node/8037689053,,,,,,Mo-Su 17:00-23:00,,,,,,,,,,restaurant,yes,12 Miles,Tonk Road,,,,,,,,,,,,,,Rajasthani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choki_dhani;chhoki_dhani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
